sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q463639,Ana Mendieta,lugar de fallecimiento,Nueva York,Nueva York,Q60
Q254662,Enrique del Moral,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q183438,Gyula Kosice,lugar de fallecimiento,Buenos Aires,Buenos Aires,Q1486
Q362660,Antonio Attolini Lack,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q215618,Grete Stern,lugar de fallecimiento,Buenos Aires,Buenos Aires,Q1486
Q77889,Olga Costa,lugar de fallecimiento,Guanajuato Municipality,Guanajuato Municipality,Q12363109
Q222715,Juan Calzadilla,lugar de fallecimiento,Caracas,Caracas,Q1533
Q330902,Abraham Ángel,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q461937,María Izquierdo,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q266092,Dr. Atl,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q358158,Sebastião Salgado,lugar de fallecimiento,Neuilly-sur-Seine,Neuilly-sur-Seine,Q48958
Q12089,Jorge Délano Frederick,lugar de fallecimiento,Santiago de Chile,Santiago de Chile,Q2887
Q370425,Feliciano Béjar,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q64487,Mathias Goeritz,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q251967,Ángel Zárraga,lugar de fallecimiento,Cuernavaca,Cuernavaca,Q204245
Q472866,Luis César Amadori,lugar de fallecimiento,Buenos Aires,Buenos Aires,Q1486
Q153503,Juan Félix Sánchez,lugar de fallecimiento,San Rafael de Mucuchíes,San Rafael de Mucuchíes,Q3947886
Q171128,Diego Rivera,lugar de fallecimiento,Villa Coyoacán,Villa Coyoacán,Q2597249
Q4742,Manuel da Costa Ataíde,lugar de fallecimiento,Mariana,Mariana,Q984567
Q276451,Tilda Thamar,lugar de fallecimiento,Clermont-en-Argonne,Clermont-en-Argonne,Q1095706
Q105427,Thomas Driendl,lugar de fallecimiento,Niterói,Niterói,Q178725
Q325503,Raúl Anguiano,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q349540,Noe Canjura,lugar de fallecimiento,Morienval,Morienval,Q753504
Q24965,Benjamín Franklin Rawson,lugar de fallecimiento,Buenos Aires,Buenos Aires,Q1486
Q330720,Abraham Zabludovsky,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q315647,David Alfaro Siqueiros,lugar de fallecimiento,Val Hall,Val Hall,Q22111749
Q250397,Rafael Coronel,lugar de fallecimiento,Cuernavaca,Cuernavaca,Q204245
Q290331,Elizabeth Catlett,lugar de fallecimiento,Cuernavaca,Cuernavaca,Q204245
Q325148,Hugo Demarco,lugar de fallecimiento,París,París,Q90
Q88777,Adolfo Winternitz,lugar de fallecimiento,Lima,Lima,Q2868
Q332041,José Clemente Orozco,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q307693,Öyvind Fahlström,lugar de fallecimiento,Estocolmo,Estocolmo,Q1754
Q475650,José Luis Cuevas,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q452079,Lola Mora,lugar de fallecimiento,Buenos Aires,Buenos Aires,Q1486
Q235955,Clarice Lispector,lugar de fallecimiento,Río de Janeiro,Río de Janeiro,Q8678
Q251508,Angel Bracho,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q464011,ليونور فينى,lugar de fallecimiento,Aubervilliers,Aubervilliers,Q205632
Q459935,José Belloni,lugar de fallecimiento,Montevideo,Montevideo,Q1335
Q443889,Salvador Salazar Arrué,lugar de fallecimiento,Los Planes de Renderos,Los Planes de Renderos,Q5980214
Q429299,Bárbaro Rivas,lugar de fallecimiento,Caracas,Caracas,Q1533
Q83484,Anthony Quinn,lugar de fallecimiento,Boston,Boston,Q100
Q318523,Abelardo Bustamante,lugar de fallecimiento,Santiago de Chile,Santiago de Chile,Q2887
Q233207,Leonora Carrington,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q399294,Agustín Landa Verdugo,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q379980,Desiderio Hernández Xochitiotzin,lugar de fallecimiento,Tlaxcala de Xicohténcatl,Tlaxcala de Xicohténcatl,Q689987
Q312392,Lucio Fontana,lugar de fallecimiento,Comabbio,Comabbio,Q40857
Q352356,Gunther Gerzso,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q5588,Frida Kahlo,lugar de fallecimiento,Villa Coyoacán,Villa Coyoacán,Q2597249
Q278631,Gina Pellón,lugar de fallecimiento,Issy-les-Moulineaux,Issy-les-Moulineaux,Q135265
Q187968,Ignacio Aguirre,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q216342,Ernesto De Fiori,lugar de fallecimiento,São Paulo,São Paulo,Q174
Q491787,Claudio Bravo,lugar de fallecimiento,Tarudant,Tarudant,Q762727
Q432826,Saturnino Herrán,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q399305,Agustín Lazo Adalid,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q351618,Francisco Zúñiga,lugar de fallecimiento,Ciudad de México,Ciudad de México,Q1489
Q154842,Max Ernst,lugar de fallecimiento,VII Distrito de París,VII Distrito de París,Q259463
Q298814,Fayga Ostrower,lugar de fallecimiento,Río de Janeiro,Río de Janeiro,Q8678
Q351898,Francisco Eduardo Tresguerras,lugar de fallecimiento,Celaya,Celaya,Q580649
Q276510,Ernesto Cardenal,lugar de fallecimiento,Managua,Managua,Q3274
Q365111,Adolfo Mexiac,lugar de fallecimiento,Cuernavaca,Cuernavaca,Q204245
Q319532,Candido Portinari,lugar de fallecimiento,Río de Janeiro,Río de Janeiro,Q8678
Q1042835,Carlos Cruz-Diez,instancia de,ser humano,ser humano,Q5
Q1029490,Camilo Mori Serrano,instancia de,ser humano,ser humano,Q5
Q1052444,Cecilio Guzman de Rojas,instancia de,ser humano,ser humano,Q5
Q1118458,Aldo Locatelli,instancia de,ser humano,ser humano,Q5
Q466535,Lautaro Murúa,instancia de,ser humano,ser humano,Q5
Q769610,Frans Krajcberg,instancia de,ser humano,ser humano,Q5
Q1074276,فرنسيسكو سولانو لوبيز,instancia de,ser humano,ser humano,Q5
Q1148204,Mateo Saldaña Dosal,instancia de,ser humano,ser humano,Q5
Q1042988,Carlos Jurado,instancia de,ser humano,ser humano,Q5
Q1042992,Carlos Kis,instancia de,ser humano,ser humano,Q5
Q438248,Marisol Escobar,instancia de,ser humano,ser humano,Q5
Q456427,Carlos María Herrera,instancia de,ser humano,ser humano,Q5
Q4742,Manuel da Costa Ataíde,instancia de,ser humano,ser humano,Q5
Q44407,Ronald Golias,instancia de,ser humano,ser humano,Q5
Q528804,Severo Sarduy,instancia de,ser humano,ser humano,Q5
Q5588,Frida Kahlo,instancia de,ser humano,ser humano,Q5
Q1124194,Marco Augusto Quiroa,instancia de,ser humano,ser humano,Q5
Q603801,Antonio Máro,instancia de,ser humano,ser humano,Q5
Q1081056,Christian Mazzuca,instancia de,ser humano,ser humano,Q5
Q1043102,Carlos Obregón Santacilia,instancia de,ser humano,ser humano,Q5
Q428057,Conny Méndez,instancia de,ser humano,ser humano,Q5
Q64277,Arthur Bispo do Rosário,instancia de,ser humano,ser humano,Q5
Q465919,Anita Malfatti,instancia de,ser humano,ser humano,Q5
Q605196,Antonio Smith,instancia de,ser humano,ser humano,Q5
Q474810,Prilidiano Pueyrredón,instancia de,ser humano,ser humano,Q5
Q1043100,Carlos Mérida,instancia de,ser humano,ser humano,Q5
Q1052287,Cecil Crawford O’Gorman,instancia de,ser humano,ser humano,Q5
Q1095273,Clara de Buen Richkarday,instancia de,ser humano,ser humano,Q5
Q1042951,Carlos Grethe,instancia de,ser humano,ser humano,Q5
Q444058,Arotxa,instancia de,ser humano,ser humano,Q5
Q1043110,Carlos Orozco,instancia de,ser humano,ser humano,Q5
Q452120,Amado de la Cueva,instancia de,ser humano,ser humano,Q5
Q45132,Rudy Youngblood,instancia de,ser humano,ser humano,Q5
Q468942,Pedro Juan Gutiérrez,instancia de,ser humano,ser humano,Q5
Q655986,Cristóbal Rojas,instancia de,ser humano,ser humano,Q5
Q58399,Octavio Ocampo,instancia de,ser humano,ser humano,Q5
Q1102262,Abel Ramírez,instancia de,ser humano,ser humano,Q5
Q520713,Joaquín Torres García,instancia de,ser humano,ser humano,Q5
Q31242,Bruno Lechowski,instancia de,ser humano,ser humano,Q5
Q466627,Tarsila do Amaral,instancia de,ser humano,ser humano,Q5
Q527844,Julia Emilia Valdés Borrero,instancia de,ser humano,ser humano,Q5
Q24705,Rafael Albuquerque,instancia de,ser humano,ser humano,Q5
Q48817,Ignacio Merino,instancia de,ser humano,ser humano,Q5
Q475981,Luis Camnitzer,instancia de,ser humano,ser humano,Q5
Q671960,Mario Pani,instancia de,ser humano,ser humano,Q5
Q1043058,Carlos Valenti,instancia de,ser humano,ser humano,Q5
Q558553,Enrique Grau,instancia de,ser humano,ser humano,Q5
Q723886,Sebastián,instancia de,ser humano,ser humano,Q5
Q1113788,Ariel Olivetti,instancia de,ser humano,ser humano,Q5
Q692098,Lasar Segall,instancia de,ser humano,ser humano,Q5
Q12089,Jorge Délano Frederick,instancia de,ser humano,ser humano,Q5
Q946076,Tomie Ohtake,instancia de,ser humano,ser humano,Q5
Q593656,Anna Maria Maiolino,instancia de,ser humano,ser humano,Q5
Q690209,Angeli,instancia de,ser humano,ser humano,Q5
Q64487,Mathias Goeritz,instancia de,ser humano,ser humano,Q5
Q1112847,Sergio de Castro,instancia de,ser humano,ser humano,Q5
Q472866,Luis César Amadori,instancia de,ser humano,ser humano,Q5
Q452155,Amador Lugo Guadarrama,instancia de,ser humano,ser humano,Q5
Q1043070,Carlos Mijares,instancia de,ser humano,ser humano,Q5
Q1042679,Carlos Alvarado,instancia de,ser humano,ser humano,Q5
Q539657,Alicia Penalba,instancia de,ser humano,ser humano,Q5
Q690790,Rufino Tamayo,instancia de,ser humano,ser humano,Q5
Q445703,Consuelo de Saint-Exupéry,instancia de,ser humano,ser humano,Q5
Q1052895,Celia Calderón,instancia de,ser humano,ser humano,Q5
Q963967,Juan Abreu,instancia de,ser humano,ser humano,Q5
Q476899,Horacio Espondaburu,instancia de,ser humano,ser humano,Q5
Q1043170,Carlos Páez Vilaró,instancia de,ser humano,ser humano,Q5
Q28819,Edward Telleria,instancia de,ser humano,ser humano,Q5
Q528028,Fanny Rabel,instancia de,ser humano,ser humano,Q5
Q1085046,Juan Mayr,instancia de,ser humano,ser humano,Q5
Q1042842,Carlos De los Ríos,instancia de,ser humano,ser humano,Q5
Q449779,José Luis Rodríguez Pittí,instancia de,ser humano,ser humano,Q5
Q24965,Benjamín Franklin Rawson,instancia de,ser humano,ser humano,Q5
Q710479,Arthur Luiz Piza,instancia de,ser humano,ser humano,Q5
Q522662,Carmen Herrera,instancia de,ser humano,ser humano,Q5
Q858635,Benito Camelo,instancia de,ser humano,ser humano,Q5
Q88777,Adolfo Winternitz,instancia de,ser humano,ser humano,Q5
Q475650,José Luis Cuevas,instancia de,ser humano,ser humano,Q5
Q452079,Lola Mora,instancia de,ser humano,ser humano,Q5
Q1097174,Leopoldo Artucio,instancia de,ser humano,ser humano,Q5
Q675001,Alberto Vargas,instancia de,ser humano,ser humano,Q5
Q1132146,Cordelia Urueta,instancia de,ser humano,ser humano,Q5
Q677769,Gilberto Freyre,instancia de,ser humano,ser humano,Q5
Q476741,Manuel María Paz,instancia de,ser humano,ser humano,Q5
Q459935,José Belloni,instancia de,ser humano,ser humano,Q5
Q493832,Andrea Echeverri,instancia de,ser humano,ser humano,Q5
Q512862,Juan Pablo Terra,instancia de,ser humano,ser humano,Q5
Q669728,Wolfgang Paalen,instancia de,ser humano,ser humano,Q5
Q1090206,Aurelio Lucchini,instancia de,ser humano,ser humano,Q5
Q429299,Bárbaro Rivas,instancia de,ser humano,ser humano,Q5
Q518632,Carlos Saldanha,instancia de,ser humano,ser humano,Q5
Q485158,Pedro Subercaseaux,instancia de,ser humano,ser humano,Q5
Q432826,Saturnino Herrán,instancia de,ser humano,ser humano,Q5
Q519367,Jesús Rafael Soto,instancia de,ser humano,ser humano,Q5
Q399305,Agustín Lazo Adalid,instancia de,ser humano,ser humano,Q5
Q459802,Guiscardo Améndola,instancia de,ser humano,ser humano,Q5
Q510215,Rafael Méndez Arceo,instancia de,ser humano,ser humano,Q5
Q443889,Salvador Salazar Arrué,instancia de,ser humano,ser humano,Q5
Q1042978,Carlos Isamitt,instancia de,ser humano,ser humano,Q5
Q466165,Carlos Latuff,instancia de,ser humano,ser humano,Q5
Q1537338,Gonzalo Carrasco Espinosa,instancia de,ser humano,ser humano,Q5
Q1388990,Pedro Figari,instancia de,ser humano,ser humano,Q5
Q1343964,Enrique Chagoya,instancia de,ser humano,ser humano,Q5
Q1556056,Jorge Juan Crespo de la Serna,instancia de,ser humano,ser humano,Q5
Q1308528,Hernando León,instancia de,ser humano,ser humano,Q5
Q1348122,Erasto Cortés Juárez,instancia de,ser humano,ser humano,Q5
Q1377336,Juan Padrón,instancia de,ser humano,ser humano,Q5
Q1374668,Manuel Tolsá,instancia de,ser humano,ser humano,Q5
Q1370813,Estevão Silva,instancia de,ser humano,ser humano,Q5
Q1476661,Luis Ortiz Monasterio,instancia de,ser humano,ser humano,Q5
Q1554062,Guillermo Vergara,instancia de,ser humano,ser humano,Q5
Q1489201,Gabriel Fernández Ledesma,instancia de,ser humano,ser humano,Q5
Q1433115,Alfredo Lobos,instancia de,ser humano,ser humano,Q5
Q1406669,Fernando Gamboa,instancia de,ser humano,ser humano,Q5
Q1306614,Francisco Díaz de León,instancia de,ser humano,ser humano,Q5
Q1343602,Ernesto Neto,instancia de,ser humano,ser humano,Q5
Q1453813,Ricardo Porro,instancia de,ser humano,ser humano,Q5
Q1556754,Gustavo Alamón,instancia de,ser humano,ser humano,Q5
Q1239404,José Salomé Pina,instancia de,ser humano,ser humano,Q5
Q1386019,Ezequiel Plaza,instancia de,ser humano,ser humano,Q5
Q1406687,Fernando González Gortázar,instancia de,ser humano,ser humano,Q5
Q1439610,Cybèle Varela,instancia de,ser humano,ser humano,Q5
Q1290819,Eduardo Barreto,instancia de,ser humano,ser humano,Q5
Q1362191,Eduardo del Río,instancia de,ser humano,ser humano,Q5
Q1401969,João Batista Castagneto,instancia de,ser humano,ser humano,Q5
Q1483206,Héctor Velázquez Moreno,instancia de,ser humano,ser humano,Q5
Q1373127,Francisco Tito Yupanqui,instancia de,ser humano,ser humano,Q5
Q1379000,Pedro Lira Rencoret,instancia de,ser humano,ser humano,Q5
Q1287233,Sergio Cariello,instancia de,ser humano,ser humano,Q5
Q1703783,Jorge Camacho,instancia de,ser humano,ser humano,Q5
Q1423428,Juan Pablo Rebella,instancia de,ser humano,ser humano,Q5
Q1375395,Isaac Broid,instancia de,ser humano,ser humano,Q5
Q1419393,Sidival Fila,instancia de,ser humano,ser humano,Q5
Q1378325,Juan O'Gorman,instancia de,ser humano,ser humano,Q5
Q1378152,Romero Britto,instancia de,ser humano,ser humano,Q5
Q1427517,Omar Gomez Rey,instancia de,ser humano,ser humano,Q5
Q1443521,Jorge Pardo,instancia de,ser humano,ser humano,Q5
Q1287114,Edmundo Font López,instancia de,ser humano,ser humano,Q5
Q1524106,Gilberto Aceves Navarro,instancia de,ser humano,ser humano,Q5
Q1237485,Domingo García y Vásquez,instancia de,ser humano,ser humano,Q5
Q1529092,Gladys Afamado,instancia de,ser humano,ser humano,Q5
Q1406720,Fernando Leal,instancia de,ser humano,ser humano,Q5
Q1441976,Francisco Goitia,instancia de,ser humano,ser humano,Q5
Q1441982,Francisco Gutiérrez Carreola,instancia de,ser humano,ser humano,Q5
Q1442131,Francisco Moreno Capdevila,instancia de,ser humano,ser humano,Q5
Q1338642,José Luis Calderón Cabrera,instancia de,ser humano,ser humano,Q5
Q1422685,Maestro de Calamarca,instancia de,ser humano,ser humano,Q5
Q1288454,Vik Muniz,instancia de,ser humano,ser humano,Q5
Q1583742,Hansen-Bahia,instancia de,ser humano,ser humano,Q5
Q1344036,Enrique Lobos,instancia de,ser humano,ser humano,Q5
Q1356762,Ernesto Icaza Sánchez,instancia de,ser humano,ser humano,Q5
Q1406886,Fernando de la Jara,instancia de,ser humano,ser humano,Q5
Q1243648,Dora Puelma,instancia de,ser humano,ser humano,Q5
Q1310024,Saúl Balagura,instancia de,ser humano,ser humano,Q5
Q1406442,Fermín Revueltas,instancia de,ser humano,ser humano,Q5
Q1337517,Emilio Rosenblueth Stearns,instancia de,ser humano,ser humano,Q5
Q1337404,Emilio Amero,instancia de,ser humano,ser humano,Q5
Q1442000,Francisco J. Serrano,instancia de,ser humano,ser humano,Q5
Q1683019,Richard Bampi,instancia de,ser humano,ser humano,Q5
Q1531988,Alberto Valenzuela Llanos,instancia de,ser humano,ser humano,Q5
Q1403049,Feliciano Peña,instancia de,ser humano,ser humano,Q5
Q1443303,Alejandra Ruddoff,instancia de,ser humano,ser humano,Q5
Q1311345,Francisco Dosamantes,instancia de,ser humano,ser humano,Q5
Q1344064,Enrique Moya,instancia de,ser humano,ser humano,Q5
Q1484780,Santiago Álvarez Román,instancia de,ser humano,ser humano,Q5
Q1390638,Fabian Marcaccio,instancia de,ser humano,ser humano,Q5
Q1385872,Alfredo Jones Brown,instancia de,ser humano,ser humano,Q5
Q1351374,Francisco Toledo,instancia de,ser humano,ser humano,Q5
Q1465976,Luiz Aquila Da Rocha Miranda,instancia de,ser humano,ser humano,Q5
Q1337425,Emilio Boggio,instancia de,ser humano,ser humano,Q5
Q1383818,Alexander Witt,instancia de,ser humano,ser humano,Q5
Q1406765,Fernando Meza,instancia de,ser humano,ser humano,Q5
Q1510228,Gerardo Cantú,instancia de,ser humano,ser humano,Q5
Q1435414,Xul Solar,instancia de,ser humano,ser humano,Q5
Q1530067,Glauco Capozzoli,instancia de,ser humano,ser humano,Q5
Q1373348,Eugenio Zanetti,instancia de,ser humano,ser humano,Q5
Q1441933,Francisco Cornejo,instancia de,ser humano,ser humano,Q5
Q1242404,Gabriel Orozco,instancia de,ser humano,ser humano,Q5
Q1343932,Enrique Anleu Díaz,instancia de,ser humano,ser humano,Q5
Q1429482,Florentino Laime Mantilla,instancia de,ser humano,ser humano,Q5
Q1709043,José Bernal,instancia de,ser humano,ser humano,Q5
Q1291564,Francisco Eppens Helguera,instancia de,ser humano,ser humano,Q5
Q1344035,Alejandro Obregón,instancia de,ser humano,ser humano,Q5
Q1403228,Felipe Santiago Gutiérrez,instancia de,ser humano,ser humano,Q5
Q1400569,Federico Silva,instancia de,ser humano,ser humano,Q5
Q1442041,Francisco Joaquim Gomes Ribeiro,instancia de,ser humano,ser humano,Q5
Q1343945,Enrique Bertrix,instancia de,ser humano,ser humano,Q5
Q1514313,Germán Cueto,instancia de,ser humano,ser humano,Q5
Q1554035,Guillermo Meza,instancia de,ser humano,ser humano,Q5
Q1490058,Gabriela Stellino,instancia de,ser humano,ser humano,Q5
Q1400415,Federico Arnaud,instancia de,ser humano,ser humano,Q5
Q1442196,Francisco Romano Guillemin,instancia de,ser humano,ser humano,Q5
Q1438306,Almir da Silva Mavignier,instancia de,ser humano,ser humano,Q5
Q1299091,Román Fresnedo Siri,instancia de,ser humano,ser humano,Q5
Q1264724,Markus Mizne,instancia de,ser humano,ser humano,Q5
Q1275974,Gregorio de la Fuente,instancia de,ser humano,ser humano,Q5
Q1394068,Roberto Fontanarrosa,instancia de,ser humano,ser humano,Q5
Q1537334,Gonzalo Argüelles Bringas,instancia de,ser humano,ser humano,Q5
Q1333019,Elmina Moisan,instancia de,ser humano,ser humano,Q5
Q1426480,Manuel Felguérez,instancia de,ser humano,ser humano,Q5
Q1703745,Jorge Abbondanza,instancia de,ser humano,ser humano,Q5
Q1845902,Antonio Herrera Toro,instancia de,ser humano,ser humano,Q5
Q1710196,João Batista Ribeiro de Andrade Fernandes,instancia de,ser humano,ser humano,Q5
Q1777654,Knut Pani,instancia de,ser humano,ser humano,Q5
Q1838351,Joaquín Clausell,instancia de,ser humano,ser humano,Q5
Q1987203,Nicolás Moreno,instancia de,ser humano,ser humano,Q5
Q1770871,Luis Korda,instancia de,ser humano,ser humano,Q5
Q1635995,Sandra Vásquez de la Horra,instancia de,ser humano,ser humano,Q5
Q1675793,Ivo Perelman,instancia de,ser humano,ser humano,Q5
Q1911492,Mauricio Ojeda,instancia de,ser humano,ser humano,Q5
Q1709505,Miguel Covarrubias,instancia de,ser humano,ser humano,Q5
Q1819961,Leopoldo Richter,instancia de,ser humano,ser humano,Q5
Q1630305,Horácio Pinto da Hora,instancia de,ser humano,ser humano,Q5
Q1633427,Jordi Labanda,instancia de,ser humano,ser humano,Q5
Q1747098,Luís Espinal Camps,instancia de,ser humano,ser humano,Q5
Q1710650,Juan Sordo Madaleno,instancia de,ser humano,ser humano,Q5
Q1682502,Alberto Kalach,instancia de,ser humano,ser humano,Q5
Q1688431,Jesús Martínez Álvarez,instancia de,ser humano,ser humano,Q5
Q1653285,Jerónimo Costa,instancia de,ser humano,ser humano,Q5
Q1788014,Alfredo Volpi,instancia de,ser humano,ser humano,Q5
Q1790930,Juan Carlos Colombres,instancia de,ser humano,ser humano,Q5
Q1674197,Ismael Nery,instancia de,ser humano,ser humano,Q5
Q1690857,Joaquim Guedes,instancia de,ser humano,ser humano,Q5
Q1710362,Juan María Aubriot,instancia de,ser humano,ser humano,Q5
Q1599655,Pablo O'Higgins,instancia de,ser humano,ser humano,Q5
Q1876529,Luís Sacilotto,instancia de,ser humano,ser humano,Q5
Q1762914,Santiago Amigorena,instancia de,ser humano,ser humano,Q5
Q1797462,Ruy Ohtake,instancia de,ser humano,ser humano,Q5
Q1690860,França Júnior,instancia de,ser humano,ser humano,Q5
Q1747401,Mira Schendel,instancia de,ser humano,ser humano,Q5
Q1840495,Edgard de Souza,instancia de,ser humano,ser humano,Q5
Q1619808,Benjamín Solari Parravicini,instancia de,ser humano,ser humano,Q5
Q1710368,Juan Batlle Planas,instancia de,ser humano,ser humano,Q5
Q1657232,Ignacio Asúnsolo,instancia de,ser humano,ser humano,Q5
Q2224173,Sara Gómez,instancia de,ser humano,ser humano,Q5
Q1808560,Lautaro García,instancia de,ser humano,ser humano,Q5
Q1891510,Manuel Gallinato,instancia de,ser humano,ser humano,Q5
Q1747571,Mariano Paredes,instancia de,ser humano,ser humano,Q5
Q1702623,Roberto Robaina,instancia de,ser humano,ser humano,Q5
Q1769472,Regina José Galindo,instancia de,ser humano,ser humano,Q5
Q1811330,Salvador González Escalona,instancia de,ser humano,ser humano,Q5
Q1712357,Julio Fossa Calderón,instancia de,ser humano,ser humano,Q5
Q1891519,Manuel García Moia,instancia de,ser humano,ser humano,Q5
Q1685716,Alfredo Ramos Martínez,instancia de,ser humano,ser humano,Q5
Q1712361,Julio Galán,instancia de,ser humano,ser humano,Q5
Q1791605,Djanira da Motta e Silva,instancia de,ser humano,ser humano,Q5
Q1872461,Rafael Lozano-Hemmer,instancia de,ser humano,ser humano,Q5
Q1678759,Jaime Torrent,instancia de,ser humano,ser humano,Q5
Q2054418,Rafael Barradas,instancia de,ser humano,ser humano,Q5
Q1891524,Manuel González Galván,instancia de,ser humano,ser humano,Q5
Q1710543,Juan León Mera,instancia de,ser humano,ser humano,Q5
Q2343025,Armando Reverón,instancia de,ser humano,ser humano,Q5
Q1709335,José Luis García López,instancia de,ser humano,ser humano,Q5
Q1705926,Vicente Mendiola Quezada,instancia de,ser humano,ser humano,Q5
Q1703949,Jorge Zaffino,instancia de,ser humano,ser humano,Q5
Q1709481,José María Velasco Maidana,instancia de,ser humano,ser humano,Q5
Q1868638,Lola Cueto,instancia de,ser humano,ser humano,Q5
Q1710410,Juan Carlos Lasser,instancia de,ser humano,ser humano,Q5
Q1642872,Hector Vigliecca,instancia de,ser humano,ser humano,Q5
Q1722830,Mariana Chiesa Mateos,instancia de,ser humano,ser humano,Q5
Q1876707,Carlos Baca-Flor,instancia de,ser humano,ser humano,Q5
Q1850829,Rodrigo Plá,instancia de,ser humano,ser humano,Q5
Q1703961,Jorge de la Vega,instancia de,ser humano,ser humano,Q5
Q1805887,Nelson Romero,instancia de,ser humano,ser humano,Q5
Q2666181,Guillermo Vargas,instancia de,ser humano,ser humano,Q5
Q1711009,Judith Alpi,instancia de,ser humano,ser humano,Q5
Q2414936,Jaime Zapata,instancia de,ser humano,ser humano,Q5
Q2061104,Sergio Larraín,instancia de,ser humano,ser humano,Q5
Q1673960,Isidoro Ocampo,instancia de,ser humano,ser humano,Q5
Q1807897,Laureano Ladrón de Guevara,instancia de,ser humano,ser humano,Q5
Q1797092,Manuel de Araújo Porto-Alegre,instancia de,ser humano,ser humano,Q5
Q1586369,Harry Abend,instancia de,ser humano,ser humano,Q5
Q1712400,Julio Ruelas,instancia de,ser humano,ser humano,Q5
Q1627944,Horacio Garcia Rossi,instancia de,ser humano,ser humano,Q5
Q1737637,Kcho,instancia de,ser humano,ser humano,Q5
Q1709694,José Ramón Villa Soberón,instancia de,ser humano,ser humano,Q5
Q1825868,Linda Kohen,instancia de,ser humano,ser humano,Q5
Q1703837,Jorge González Camarena,instancia de,ser humano,ser humano,Q5
Q1710489,Juan Giménez López,instancia de,ser humano,ser humano,Q5
Q1792151,Iberê Camargo,instancia de,ser humano,ser humano,Q5
Q1791520,Lygia Clark,instancia de,ser humano,ser humano,Q5
Q2566694,Antonio Berni,instancia de,ser humano,ser humano,Q5
Q1721032,Tomás Maldonado,instancia de,ser humano,ser humano,Q5
Q1750105,Leandro Izaguirre,instancia de,ser humano,ser humano,Q5
Q2639334,Alberto Beltrán,instancia de,ser humano,ser humano,Q5
Q2117224,Alejandro Otero,instancia de,ser humano,ser humano,Q5
Q1898752,Mario D'Angelo,instancia de,ser humano,ser humano,Q5
Q1793637,Di Cavalcanti,instancia de,ser humano,ser humano,Q5
Q1750449,Rolando Arjona Amábilis,instancia de,ser humano,ser humano,Q5
Q1673562,Isabel Villaseñor,instancia de,ser humano,ser humano,Q5
Q1784940,Aldemir Martins,instancia de,ser humano,ser humano,Q5
Q1789250,Amácio Mazzaropi,instancia de,ser humano,ser humano,Q5
Q1750119,Luis Johnson,instancia de,ser humano,ser humano,Q5
Q1703864,Jorge Letelier Núñez,instancia de,ser humano,ser humano,Q5
Q1620091,Hipólito Boaventura Caron,instancia de,ser humano,ser humano,Q5
Q1709105,José Chávez Morado,instancia de,ser humano,ser humano,Q5
Q1791056,Francisco Stockinger,instancia de,ser humano,ser humano,Q5
Q1710469,Juan Francisco González,instancia de,ser humano,ser humano,Q5
Q1802941,Manuel Antonio Caro,instancia de,ser humano,ser humano,Q5
Q734714,Martín Blaszko,instancia de,ser humano,ser humano,Q5
Q928187,René Portocarrero,instancia de,ser humano,ser humano,Q5
Q722644,Juan Manuel Blanes,instancia de,ser humano,ser humano,Q5
Q821528,Constantine Andreou,instancia de,ser humano,ser humano,Q5
Q1601836,Helen Escobedo,instancia de,ser humano,ser humano,Q5
Q724692,Roberto Montenegro,instancia de,ser humano,ser humano,Q5
Q554352,José Rodríguez Fuster,instancia de,ser humano,ser humano,Q5
Q540953,Carmen Mondragón,instancia de,ser humano,ser humano,Q5
Q711906,Leopoldo Méndez,instancia de,ser humano,ser humano,Q5
Q680276,Fernando Castro Pacheco,instancia de,ser humano,ser humano,Q5
Q732526,José Guadalupe Posada,instancia de,ser humano,ser humano,Q5
Q715298,Arturo Gordon Vargas,instancia de,ser humano,ser humano,Q5
Q680400,Juan Carlos Cáceres,instancia de,ser humano,ser humano,Q5
Q619263,Jorge Velarde,instancia de,ser humano,ser humano,Q5
Q1234088,Juan Soriano,instancia de,ser humano,ser humano,Q5
