sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q124713283,reparto,subclase de,Cubatón,Cubatón,Q108297222
Q371745,timba,subclase de,Música de Cuba,Música de Cuba,Q1544863
Q497957,Nueva Trova Cubana,subclase de,Nueva canción latinoamericana,Nueva canción latinoamericana,Q109626458
Q1744659,Salsa (estilo cubano),país de origen,Cuba,Cuba,Q241
Q835562,habanera,instancia de,género musical,género musical,Q188451
Q4873394,Batá-rumba,país de origen,Cuba,Cuba,Q241
Q5646383,Yambú,subclase de,Rumba cubana,Rumba cubana,Q388475
Q1790876,Cuban hip hop,instancia de,escena de música,escena de música,Q28820001
Q5646383,Yambú,instancia de,género musical,género musical,Q188451
Q367751,pachanga,subclase de,Música de Cuba,Música de Cuba,Q1544863
Q23925185,pilón,país de origen,Cuba,Cuba,Q241
Q976802,Tumba francesa,instancia de,tipo de baile,tipo de baile,Q107357104
Q1125657,conga,subclase de,Música de Cuba,Música de Cuba,Q1544863
Q371745,timba,instancia de,género musical,género musical,Q188451
Q3410882,Punto cubano,país de origen,Cuba,Cuba,Q241
Q5393053,filin,subclase de,bolero,bolero,Q15830404
Q367751,pachanga,instancia de,género musical,género musical,Q188451
Q976802,Tumba francesa,subclase de,Música de Cuba,Música de Cuba,Q1544863
Q3163340,jazz afrocubano,instancia de,género musical,género musical,Q188451
Q5393053,filin,subclase de,Música de Cuba,Música de Cuba,Q1544863
Q16986699,Chachachá,instancia de,forma musical,forma musical,Q862597
Q1125657,conga,instancia de,género musical,género musical,Q188451
Q290869,Son montuno,instancia de,tipo de baile,tipo de baile,Q107357104
Q388475,Rumba cubana,país de origen,Cuba,Cuba,Q241
Q3163340,jazz afrocubano,subclase de,Afro-Cuban music,Afro-Cuban music,Q20715191
Q6397421,Bolero son,instancia de,tipo de baile,tipo de baile,Q107357104
Q835562,habanera,subclase de,danza,danza,Q11639
Q16986699,Chachachá,país de origen,Cuba,Cuba,Q241
Q2420447,trova,subclase de,Música de Cuba,Música de Cuba,Q1544863
Q976802,Tumba francesa,instancia de,género musical,género musical,Q188451
Q3163340,jazz afrocubano,subclase de,jazz latino,jazz latino,Q837389
Q5393053,filin,instancia de,género musical,género musical,Q188451
Q6397421,Bolero son,subclase de,bolero,bolero,Q15830404
Q835562,habanera,país de origen,Cuba,Cuba,Q241
Q5646383,Yambú,país de origen,Cuba,Cuba,Q241
Q1552806,guaracha,subclase de,Música de Cuba,Música de Cuba,Q1544863
Q497957,Nueva Trova Cubana,subclase de,trova,trova,Q2420447
Q2420447,trova,instancia de,género musical,género musical,Q188451
Q371745,timba,país de origen,Cuba,Cuba,Q241
Q124713283,reparto,instancia de,género musical,género musical,Q188451
Q1744659,Salsa (estilo cubano),subclase de,salsa,salsa,Q189825
Q1744659,Salsa (estilo cubano),subclase de,salsa,salsa,Q208239
Q497957,Nueva Trova Cubana,instancia de,género musical,género musical,Q188451
Q290869,Son montuno,instancia de,género musical,género musical,Q188451
Q1125657,conga,instancia de,forma musical,forma musical,Q862597
Q290869,Son montuno,subclase de,son cubano,son cubano,Q4428744
Q1744659,Salsa (estilo cubano),instancia de,tipo de baile,tipo de baile,Q107357104
Q6397421,Bolero son,instancia de,género musical,género musical,Q188451
Q367751,pachanga,país de origen,Cuba,Cuba,Q241
Q1552806,guaracha,instancia de,género musical,género musical,Q188451
Q3163340,jazz afrocubano,país de origen,Cuba,Cuba,Q241
Q6397421,Bolero son,subclase de,son cubano,son cubano,Q4428744
Q1790876,Cuban hip hop,subclase de,Música de Cuba,Música de Cuba,Q1544863
Q3163340,jazz afrocubano,país de origen,Estados Unidos,Estados Unidos,Q30
Q1125657,conga,país de origen,Cuba,Cuba,Q241
Q15830404,bolero,subclase de,música tropical,música tropical,Q3328778
Q976802,Tumba francesa,país de origen,Cuba,Cuba,Q241
Q15830404,bolero,instancia de,género musical,género musical,Q188451
Q5393053,filin,país de origen,Cuba,Cuba,Q241
Q1790876,Cuban hip hop,instancia de,género musical,género musical,Q188451
Q1790876,Cuban hip hop,subclase de,hip hop latino,hip hop latino,Q3827483
Q23925185,pilón,subclase de,Música de Cuba,Música de Cuba,Q1544863
Q5778054,Columbia (rumba),subclase de,Rumba cubana,Rumba cubana,Q388475
Q5778054,Columbia (rumba),instancia de,género musical,género musical,Q188451
Q15830404,bolero,subclase de,música de América Latina,música de América Latina,Q727781
Q2835411,Cueca Porteña,subclase de,Chilean cueca,Chilean cueca,Q117001315
Q9051042,Nueva Cumbia Chilena,instancia de,género musical,género musical,Q188451
Q5794674,Cumbia boliviana,subclase de,cumbia,cumbia,Q723418
Q5793654,Cueca de Chiloé,subclase de,Chilean cueca,Chilean cueca,Q117001315
Q5794676,Cumbia chilena,subclase de,cumbia,cumbia,Q723418
Q3437823,Rock de Chile,subclase de,rock,rock,Q11399
Q3106448,zamba,instancia de,forma musical,forma musical,Q862597
Q6040713,neofolklore,subclase de,música folk,música folk,Q106298881
Q3437823,Rock de Chile,país de origen,Chile,Chile,Q298
Q5793656,Cueca nortina,subclase de,Chilean cueca,Chilean cueca,Q117001315
Q132508451,Jazz de Chile,subclase de,jazz,jazz,Q8341
Q766240,cueca,instancia de,tipo de baile,tipo de baile,Q107357104
Q3106448,zamba,país de origen,Argentina,Argentina,Q414
Q3106448,zamba,país de origen,Chile,Chile,Q298
Q3106448,zamba,país de origen,Bolivia,Bolivia,Q750
Q3106448,zamba,país de origen,Perú,Perú,Q419
Q109406661,tonada chilena,país de origen,Chile,Chile,Q298
Q5793654,Cueca de Chiloé,instancia de,tipo de baile,tipo de baile,Q107357104
Q5898237,Hip hop chileno,instancia de,género musical,género musical,Q188451
Q3437823,Rock de Chile,instancia de,escena de música,escena de música,Q28820001
Q5898237,Hip hop chileno,subclase de,música de Chile,música de Chile,Q3889385
Q766240,cueca,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q6036579,Música surera,país de origen,Chile,Chile,Q298
Q21480567,Cumbia lunática,subclase de,cumbia,cumbia,Q723418
Q5794674,Cumbia boliviana,instancia de,género musical,género musical,Q188451
Q5794676,Cumbia chilena,instancia de,género musical,género musical,Q188451
Q766240,cueca,instancia de,género musical,género musical,Q188451
Q2835411,Cueca Porteña,instancia de,género musical,género musical,Q188451
Q9051042,Nueva Cumbia Chilena,país de origen,Chile,Chile,Q298
Q5794676,Cumbia chilena,subclase de,música de Chile,música de Chile,Q3889385
Q766240,cueca,subclase de,danza amerindia,danza amerindia,Q17176998
Q6036517,música folclórica de Chile,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q5793654,Cueca de Chiloé,instancia de,género musical,género musical,Q188451
Q18170752,canto nuevo,instancia de,tipo de canción,tipo de canción,Q107356781
Q5747874,Canto a lo Poeta,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q1154911,Carnavalito,instancia de,tipo de baile,tipo de baile,Q107357104
Q5793656,Cueca nortina,instancia de,género musical,género musical,Q188451
Q5898237,Hip hop chileno,subclase de,hip-hop,hip-hop,Q11401
Q5898237,Hip hop chileno,país de origen,Chile,Chile,Q298
Q6036517,música folclórica de Chile,instancia de,género musical,género musical,Q188451
Q132508451,Jazz de Chile,instancia de,género musical,género musical,Q188451
Q6036517,música folclórica de Chile,subclase de,música de Chile,música de Chile,Q3889385
Q5747874,Canto a lo Poeta,instancia de,género musical,género musical,Q188451
Q132508451,Jazz de Chile,subclase de,música de Chile,música de Chile,Q3889385
Q5747874,Canto a lo Poeta,subclase de,música de Chile,música de Chile,Q3889385
Q21480567,Cumbia lunática,instancia de,género musical,género musical,Q188451
Q6040713,neofolklore,instancia de,género musical,género musical,Q188451
Q1154911,Carnavalito,subclase de,huayno,huayno,Q2307786
Q6040713,neofolklore,subclase de,música de Chile,música de Chile,Q3889385
Q5898237,Hip hop chileno,instancia de,escena de música,escena de música,Q28820001
Q18170752,canto nuevo,instancia de,género musical,género musical,Q188451
Q3106448,zamba,instancia de,tipo de baile,tipo de baile,Q107357104
Q18170752,canto nuevo,subclase de,nueva canción chilena,nueva canción chilena,Q3879286
Q5794674,Cumbia boliviana,país de origen,Chile,Chile,Q298
Q1154911,Carnavalito,instancia de,género musical,género musical,Q188451
Q1154911,Carnavalito,subclase de,Danzas nativas argentinas,Danzas nativas argentinas,Q16555308
Q1154911,Carnavalito,subclase de,danza amerindia,danza amerindia,Q17176998
Q5794676,Cumbia chilena,país de origen,Chile,Chile,Q298
Q766240,cueca,país de origen,Argentina,Argentina,Q414
Q766240,cueca,país de origen,Chile,Chile,Q298
Q766240,cueca,país de origen,Bolivia,Bolivia,Q750
Q766240,cueca,país de origen,Perú,Perú,Q419
Q2835411,Cueca Porteña,país de origen,Chile,Chile,Q298
Q3106448,zamba,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q109406661,tonada chilena,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q5793654,Cueca de Chiloé,país de origen,Chile,Chile,Q298
Q5793656,Cueca nortina,país de origen,Chile,Chile,Q298
Q9051042,Nueva Cumbia Chilena,subclase de,cumbia,cumbia,Q723418
Q3437823,Rock de Chile,instancia de,género musical,género musical,Q188451
Q3437823,Rock de Chile,subclase de,música de Chile,música de Chile,Q3889385
Q3106448,zamba,instancia de,género musical,género musical,Q188451
Q6036579,Música surera,subclase de,música tradicional,música tradicional,Q235858
Q6036517,música folclórica de Chile,país de origen,Chile,Chile,Q298
Q3106448,zamba,subclase de,Danzas nativas argentinas,Danzas nativas argentinas,Q16555308
Q109406661,tonada chilena,instancia de,género musical,género musical,Q188451
Q3106448,zamba,subclase de,danza amerindia,danza amerindia,Q17176998
Q132508451,Jazz de Chile,país de origen,Chile,Chile,Q298
Q5747874,Canto a lo Poeta,país de origen,Chile,Chile,Q298
Q21480567,Cumbia lunática,país de origen,Chile,Chile,Q298
Q6040713,neofolklore,país de origen,Chile,Chile,Q298
Q6036579,Música surera,instancia de,género musical,género musical,Q188451
Q18170752,canto nuevo,país de origen,Chile,Chile,Q298
Q132508451,Jazz de Chile,instancia de,escena de música,escena de música,Q28820001
Q6036579,Música surera,subclase de,música de Argentina,música de Argentina,Q645992
Q1154911,Carnavalito,país de origen,Argentina,Argentina,Q414
Q1154911,Carnavalito,país de origen,Chile,Chile,Q298
Q1154911,Carnavalito,país de origen,Bolivia,Bolivia,Q750
Q1154911,Carnavalito,país de origen,Perú,Perú,Q419
Q766240,cueca,subclase de,South American folk dance,South American folk dance,Q116173499
Q2879857,bailecito,país de origen,Argentina,Argentina,Q414
Q2879857,bailecito,país de origen,Bolivia,Bolivia,Q750
Q597493,chacarera,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q3106448,zamba,instancia de,forma musical,forma musical,Q862597
Q25116,tango argentino,país de origen,Argentina,Argentina,Q414
Q25116,tango argentino,país de origen,Uruguay,Uruguay,Q77
Q5716336,baguala,subclase de,canción popular,canción popular,Q943929
Q766240,cueca,instancia de,tipo de baile,tipo de baile,Q107357104
Q1060475,chamamé,país de origen,Argentina,Argentina,Q414
Q3106448,zamba,país de origen,Argentina,Argentina,Q414
Q3106448,zamba,país de origen,Chile,Chile,Q298
Q3106448,zamba,país de origen,Bolivia,Bolivia,Q750
Q3106448,zamba,país de origen,Perú,Perú,Q419
Q1632601,nuevo tango,subclase de,tango,tango,Q14390274
Q1143752,Cumbia villera,instancia de,género musical,género musical,Q188451
Q597493,chacarera,instancia de,género musical,género musical,Q188451
Q597493,chacarera,subclase de,Danzas nativas argentinas,Danzas nativas argentinas,Q16555308
Q597493,chacarera,subclase de,danza amerindia,danza amerindia,Q17176998
Q1143752,Cumbia villera,subclase de,cumbia argentina,cumbia argentina,Q4789437
Q766240,cueca,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q9051102,Nuevo Cancionero,instancia de,tipo de canción,tipo de canción,Q107356781
Q155119,cuarteto,país de origen,Argentina,Argentina,Q414
Q597493,chacarera,subclase de,música de Argentina,música de Argentina,Q645992
Q2879857,bailecito,subclase de,South American dance,South American dance,Q110218562
Q1632601,nuevo tango,instancia de,género musical,género musical,Q188451
Q6100580,Rasguido doble,instancia de,género musical,género musical,Q188451
Q5716336,baguala,instancia de,género musical,género musical,Q188451
Q766240,cueca,instancia de,género musical,género musical,Q188451
Q5716336,baguala,subclase de,música andina,música andina,Q492096
Q766240,cueca,subclase de,danza amerindia,danza amerindia,Q17176998
Q25116,tango argentino,subclase de,Argentinian dance,Argentinian dance,Q110207339
Q942955,milonga,subclase de,Rioplatense music,Rioplatense music,Q123856101
Q6036568,música popular argentina,subclase de,música popular,música popular,Q373342
Q6036568,música popular argentina,instancia de,género musical,género musical,Q188451
Q16625777,Escena de rock de Mendoza,instancia de,escena de música,escena de música,Q28820001
Q6100580,Rasguido doble,subclase de,música litoraleña,música litoraleña,Q6036543
Q942955,milonga,instancia de,tipo de baile,tipo de baile,Q107357104
Q1154911,Carnavalito,instancia de,tipo de baile,tipo de baile,Q107357104
Q9051102,Nuevo Cancionero,instancia de,género musical,género musical,Q188451
Q597493,chacarera,instancia de,forma musical,forma musical,Q862597
Q6036568,música popular argentina,subclase de,música de Argentina,música de Argentina,Q645992
Q354204,folclore de Argentina,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q2879857,bailecito,instancia de,tipo de baile,tipo de baile,Q107357104
Q1143752,Cumbia villera,país de origen,Argentina,Argentina,Q414
Q25116,tango argentino,subclase de,tango,tango,Q338450
Q597493,chacarera,país de origen,Argentina,Argentina,Q414
Q597493,chacarera,país de origen,Bolivia,Bolivia,Q750
Q942955,milonga,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q25116,tango argentino,instancia de,tipo de baile,tipo de baile,Q107357104
Q1060475,chamamé,instancia de,tipo de baile,tipo de baile,Q107357104
Q1154911,Carnavalito,subclase de,huayno,huayno,Q2307786
Q354204,folclore de Argentina,instancia de,género musical,género musical,Q188451
Q3106448,zamba,instancia de,tipo de baile,tipo de baile,Q107357104
Q25116,tango argentino,subclase de,tango,tango,Q14390274
Q942955,milonga,instancia de,género musical,género musical,Q188451
Q354204,folclore de Argentina,subclase de,música de Argentina,música de Argentina,Q645992
Q1632601,nuevo tango,país de origen,Argentina,Argentina,Q414
Q1154911,Carnavalito,instancia de,género musical,género musical,Q188451
Q1154911,Carnavalito,subclase de,Danzas nativas argentinas,Danzas nativas argentinas,Q16555308
Q6036543,música litoraleña,instancia de,género musical,género musical,Q188451
Q1154911,Carnavalito,subclase de,danza amerindia,danza amerindia,Q17176998
Q6100580,Rasguido doble,país de origen,Argentina,Argentina,Q414
Q5716336,baguala,país de origen,Argentina,Argentina,Q414
Q766240,cueca,país de origen,Argentina,Argentina,Q414
Q766240,cueca,país de origen,Chile,Chile,Q298
Q766240,cueca,país de origen,Bolivia,Bolivia,Q750
Q766240,cueca,país de origen,Perú,Perú,Q419
Q1060475,chamamé,subclase de,danza folclórica,danza folclórica,Q201022
Q2879857,bailecito,subclase de,Música boliviana,Música boliviana,Q3328603
Q155119,cuarteto,instancia de,tipo de baile,tipo de baile,Q107357104
Q2879857,bailecito,instancia de,género musical,género musical,Q188451
Q3106448,zamba,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q6036568,música popular argentina,país de origen,Argentina,Argentina,Q414
Q2879857,bailecito,subclase de,música de Argentina,música de Argentina,Q645992
Q9051102,Nuevo Cancionero,país de origen,Argentina,Argentina,Q414
Q25116,tango argentino,instancia de,género musical,género musical,Q188451
Q1060475,chamamé,instancia de,género musical,género musical,Q188451
Q6036568,música popular argentina,instancia de,escena de música,escena de música,Q28820001
Q6036543,música litoraleña,subclase de,folclore de Argentina,folclore de Argentina,Q354204
Q3106448,zamba,instancia de,género musical,género musical,Q188451
Q3106448,zamba,subclase de,Danzas nativas argentinas,Danzas nativas argentinas,Q16555308
Q3106448,zamba,subclase de,danza amerindia,danza amerindia,Q17176998
Q1060475,chamamé,subclase de,música litoraleña,música litoraleña,Q6036543
Q942955,milonga,instancia de,forma musical,forma musical,Q862597
Q155119,cuarteto,instancia de,género musical,género musical,Q188451
Q354204,folclore de Argentina,país de origen,Argentina,Argentina,Q414
Q1143752,Cumbia villera,instancia de,tipo de baile,tipo de baile,Q107357104
Q597493,chacarera,instancia de,tipo de baile,tipo de baile,Q107357104
Q155119,cuarteto,subclase de,música de Argentina,música de Argentina,Q645992
Q942955,milonga,país de origen,Argentina,Argentina,Q414
Q942955,milonga,país de origen,Uruguay,Uruguay,Q77
Q942955,milonga,país de origen,Brasil,Brasil,Q155
Q1154911,Carnavalito,país de origen,Argentina,Argentina,Q414
Q1154911,Carnavalito,país de origen,Chile,Chile,Q298
Q1154911,Carnavalito,país de origen,Bolivia,Bolivia,Q750
Q1154911,Carnavalito,país de origen,Perú,Perú,Q419
Q6036543,música litoraleña,país de origen,Argentina,Argentina,Q414
Q16625777,Escena de rock de Mendoza,instancia de,género musical,género musical,Q188451
Q9051102,Nuevo Cancionero,subclase de,Nueva canción latinoamericana,Nueva canción latinoamericana,Q109626458
Q766240,cueca,subclase de,South American folk dance,South American folk dance,Q116173499
Q124001752,kaluyo,país de origen,Argentina,Argentina,Q414
Q16625777,Escena de rock de Mendoza,subclase de,rock de Argentina,rock de Argentina,Q646026
Q59389199,Música divertida,instancia de,género musical,género musical,Q188451
Q16637770,tango rock,subclase de,rock,rock,Q11399
Q59389199,Música divertida,subclase de,rock de Argentina,rock de Argentina,Q646026
Q109311605,estilo,país de origen,Argentina,Argentina,Q414
Q16637770,tango rock,país de origen,Argentina,Argentina,Q414
Q131535017,hip hop de Argentina,país de origen,Argentina,Argentina,Q414
Q16979361,neotango,subclase de,tango,tango,Q14390274
Q30904272,Blues de Argentina,subclase de,blues,blues,Q9759
Q131535017,hip hop de Argentina,instancia de,escena de música,escena de música,Q28820001
Q16625777,Escena de rock de Mendoza,país de origen,Argentina,Argentina,Q414
Q59389199,Música divertida,país de origen,Argentina,Argentina,Q414
Q16979361,neotango,instancia de,género musical,género musical,Q188451
Q124001752,kaluyo,instancia de,tipo de baile,tipo de baile,Q107357104
Q30904272,Blues de Argentina,instancia de,género musical,género musical,Q188451
Q30904272,Blues de Argentina,subclase de,música de Argentina,música de Argentina,Q645992
Q16637770,tango rock,subclase de,tango,tango,Q14390274
Q124001752,kaluyo,instancia de,género musical,género musical,Q188451
Q124001752,kaluyo,subclase de,Danzas nativas argentinas,Danzas nativas argentinas,Q16555308
Q16979361,neotango,país de origen,Argentina,Argentina,Q414
Q124001752,kaluyo,subclase de,música de Argentina,música de Argentina,Q645992
Q109311605,estilo,instancia de,género musical,género musical,Q188451
Q16637770,tango rock,instancia de,género musical,género musical,Q188451
Q131535017,hip hop de Argentina,instancia de,género musical,género musical,Q188451
Q131535017,hip hop de Argentina,subclase de,hip hop latino,hip hop latino,Q3827483
Q30904272,Blues de Argentina,país de origen,Argentina,Argentina,Q414
Q131535017,hip hop de Argentina,subclase de,música de Argentina,música de Argentina,Q645992
Q109311605,estilo,subclase de,folclore de Argentina,folclore de Argentina,Q354204
Q30904272,Blues de Argentina,instancia de,escena de música,escena de música,Q28820001
Q5714628,Ayarachi,subclase de,Danzas del Perú,Danzas del Perú,Q7171186
Q6110296,rock subterráneo,subclase de,rock,rock,Q11399
Q3106448,zamba,instancia de,forma musical,forma musical,Q862597
Q6110296,rock subterráneo,país de origen,Perú,Perú,Q419
Q2509521,vals peruano,país de origen,Perú,Perú,Q419
Q3531526,Tondero,país de origen,Perú,Perú,Q419
Q3437873,Rock del Perú,subclase de,música del Perú,música del Perú,Q3085344
Q222445,marinera,país de origen,Perú,Perú,Q419
Q5445668,Festejo,instancia de,tipo de baile,tipo de baile,Q107357104
Q766240,cueca,instancia de,tipo de baile,tipo de baile,Q107357104
Q3437873,Rock del Perú,instancia de,género musical,género musical,Q188451
Q1143741,chicha,subclase de,cumbia peruana,cumbia peruana,Q7171184
Q3141879,Huaylash,subclase de,música del Perú,música del Perú,Q3085344
Q3106448,zamba,país de origen,Argentina,Argentina,Q414
Q3106448,zamba,país de origen,Chile,Chile,Q298
Q3106448,zamba,país de origen,Bolivia,Bolivia,Q750
Q3106448,zamba,país de origen,Perú,Perú,Q419
Q3141879,Huaylash,instancia de,género musical,género musical,Q188451
Q5898242,Hip hop peruano,subclase de,música del Perú,música del Perú,Q3085344
Q1143741,chicha,instancia de,género musical,género musical,Q188451
Q3141879,Huaylash,subclase de,música andina,música andina,Q492096
Q222445,marinera,subclase de,danza nacional,danza nacional,Q51799726
Q1143741,chicha,subclase de,música andina,música andina,Q492096
Q5898242,Hip hop peruano,instancia de,género musical,género musical,Q188451
Q6110296,rock subterráneo,instancia de,escena de música,escena de música,Q28820001
Q6036427,Música andina del Perú,país de origen,Perú,Perú,Q419
Q5714628,Ayarachi,país de origen,Perú,Perú,Q419
Q766240,cueca,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q389671,Saya (baile),país de origen,Bolivia,Bolivia,Q750
Q389671,Saya (baile),país de origen,Perú,Perú,Q419
Q5643186,cumbia amazónica,país de origen,Perú,Perú,Q419
Q2738178,zamacueca,país de origen,Perú,Perú,Q419
Q5445668,Festejo,instancia de,género musical,género musical,Q188451
Q766240,cueca,instancia de,género musical,género musical,Q188451
Q766240,cueca,subclase de,danza amerindia,danza amerindia,Q17176998
Q5794690,Cumbia sureña,subclase de,cumbia peruana,cumbia peruana,Q7171184
Q3141879,Huaylash,subclase de,danza,danza,Q11639
Q5794690,Cumbia sureña,instancia de,género musical,género musical,Q188451
Q1154911,Carnavalito,instancia de,tipo de baile,tipo de baile,Q107357104
Q3437873,Rock del Perú,subclase de,rock,rock,Q11399
Q5714628,Ayarachi,subclase de,Peruvian folk music,Peruvian folk music,Q109500872
Q5445668,Festejo,subclase de,música criolla,música criolla,Q6950428
Q3437873,Rock del Perú,país de origen,Perú,Perú,Q419
Q6153818,Tunantada,instancia de,género musical,género musical,Q188451
Q5794690,Cumbia sureña,subclase de,Cumbia boliviana,Cumbia boliviana,Q5794674
Q3141879,Huaylash,país de origen,Perú,Perú,Q419
Q5898242,Hip hop peruano,subclase de,hip-hop,hip-hop,Q11401
Q1143741,chicha,país de origen,Perú,Perú,Q419
Q2509521,vals peruano,subclase de,vals,vals,Q193434
Q5898242,Hip hop peruano,país de origen,Perú,Perú,Q419
Q3437873,Rock del Perú,instancia de,escena de música,escena de música,Q28820001
Q2509521,vals peruano,instancia de,tipo de baile,tipo de baile,Q107357104
Q3531526,Tondero,instancia de,tipo de baile,tipo de baile,Q107357104
Q222445,marinera,instancia de,tipo de baile,tipo de baile,Q107357104
Q1154911,Carnavalito,subclase de,huayno,huayno,Q2307786
Q5898242,Hip hop peruano,instancia de,escena de música,escena de música,Q28820001
Q3106448,zamba,instancia de,tipo de baile,tipo de baile,Q107357104
Q1154911,Carnavalito,instancia de,género musical,género musical,Q188451
Q1154911,Carnavalito,subclase de,Danzas nativas argentinas,Danzas nativas argentinas,Q16555308
Q1154911,Carnavalito,subclase de,danza amerindia,danza amerindia,Q17176998
Q5714628,Ayarachi,instancia de,tipo de baile,tipo de baile,Q107357104
Q5445668,Festejo,país de origen,Perú,Perú,Q419
Q766240,cueca,país de origen,Argentina,Argentina,Q414
Q766240,cueca,país de origen,Chile,Chile,Q298
Q766240,cueca,país de origen,Bolivia,Bolivia,Q750
Q766240,cueca,país de origen,Perú,Perú,Q419
Q389671,Saya (baile),instancia de,tipo de baile,tipo de baile,Q107357104
Q3106448,zamba,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q5794690,Cumbia sureña,país de origen,Perú,Perú,Q419
Q6110296,rock subterráneo,subclase de,música del Perú,música del Perú,Q3085344
Q6110296,rock subterráneo,instancia de,género musical,género musical,Q188451
Q2738178,zamacueca,instancia de,tipo de baile,tipo de baile,Q107357104
Q2509521,vals peruano,instancia de,género musical,género musical,Q188451
Q389671,Saya (baile),subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q3531526,Tondero,instancia de,género musical,género musical,Q188451
Q389671,Saya (baile),subclase de,baile latino,baile latino,Q1457972
Q2509521,vals peruano,país de origen,Virreinato del Perú,Virreinato del Perú,Q211435
Q222445,marinera,instancia de,género musical,género musical,Q188451
Q3106448,zamba,instancia de,género musical,género musical,Q188451
Q3106448,zamba,subclase de,Danzas nativas argentinas,Danzas nativas argentinas,Q16555308
Q3106448,zamba,subclase de,danza amerindia,danza amerindia,Q17176998
Q2738178,zamacueca,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q6036427,Música andina del Perú,instancia de,género musical,género musical,Q188451
Q6036427,Música andina del Perú,subclase de,música andina,música andina,Q492096
Q2509521,vals peruano,subclase de,música criolla,música criolla,Q6950428
Q3531526,Tondero,subclase de,música criolla,música criolla,Q6950428
Q5714628,Ayarachi,instancia de,género musical,género musical,Q188451
Q389671,Saya (baile),instancia de,género musical,género musical,Q188451
Q222445,marinera,subclase de,música criolla,música criolla,Q6950428
Q3141879,Huaylash,instancia de,tipo de baile,tipo de baile,Q107357104
Q5643186,cumbia amazónica,subclase de,cumbia peruana,cumbia peruana,Q7171184
Q389671,Saya (baile),subclase de,Música de América del Sur,Música de América del Sur,Q5645984
Q389671,Saya (baile),subclase de,música de América Latina,música de América Latina,Q727781
Q1154911,Carnavalito,país de origen,Argentina,Argentina,Q414
Q1154911,Carnavalito,país de origen,Chile,Chile,Q298
Q1154911,Carnavalito,país de origen,Bolivia,Bolivia,Q750
Q1154911,Carnavalito,país de origen,Perú,Perú,Q419
Q5643186,cumbia amazónica,instancia de,género musical,género musical,Q188451
Q2738178,zamacueca,instancia de,género musical,género musical,Q188451
Q766240,cueca,subclase de,South American folk dance,South American folk dance,Q116173499
Q135285638,Chiriwanos,subclase de,Danzas del Perú,Danzas del Perú,Q7171186
Q11773109,Yaraví Arequipeño,país de origen,Perú,Perú,Q419
Q7171184,cumbia peruana,instancia de,género musical,género musical,Q188451
Q116158395,polca criolla,subclase de,polka,polka,Q11821889
Q6950428,música criolla,instancia de,tradición musical,tradición musical,Q60733114
Q135285638,Chiriwanos,país de origen,Perú,Perú,Q419
Q8345377,Chimayche,subclase de,huayno,huayno,Q2307786
Q6950428,música criolla,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q116158395,polca criolla,instancia de,género musical,género musical,Q188451
Q8345377,Chimayche,subclase de,música del Perú,música del Perú,Q3085344
Q8345377,Chimayche,instancia de,género musical,género musical,Q188451
Q7171184,cumbia peruana,país de origen,Perú,Perú,Q419
Q6153818,Tunantada,subclase de,música del Perú,música del Perú,Q3085344
Q16993565,Música afroperuana,subclase de,música del Perú,música del Perú,Q3085344
Q6950428,música criolla,subclase de,música del Perú,música del Perú,Q3085344
Q16993565,Música afroperuana,instancia de,género musical,género musical,Q188451
Q116158395,polca criolla,subclase de,música criolla,música criolla,Q6950428
Q135285638,Chiriwanos,subclase de,Peruvian folk music,Peruvian folk music,Q109500872
Q6950428,música criolla,instancia de,género musical,género musical,Q188451
Q16993565,Música afroperuana,subclase de,Música de la diáspora africana,Música de la diáspora africana,Q6942343
Q11773109,Yaraví Arequipeño,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q116158395,polca criolla,país de origen,Perú,Perú,Q419
Q135285638,Chiriwanos,instancia de,tipo de baile,tipo de baile,Q107357104
Q11773109,Yaraví Arequipeño,instancia de,género musical,género musical,Q188451
Q8345377,Chimayche,país de origen,Perú,Perú,Q419
Q11773109,Yaraví Arequipeño,subclase de,música andina,música andina,Q492096
Q6153818,Tunantada,país de origen,Perú,Perú,Q419
Q16993565,Música afroperuana,país de origen,Perú,Perú,Q419
