prompt,ground_truth,prediction,region,f1_score,substring_accuracy,judge_score
Aplica a la jurisdicción de División Micología del Museo de La Plata es,Museo de La Plata,"el estudio de los hongos, incluyendo su morfología",latam,0.16666666666666666,0,0.0
Campo de trabajo de División Micología del Museo de La Plata es,micología,el área de estudio de hongos. Su objetivo es la clasificación,latam,0.0,0,0.0
Gerente/director de División Entolomogía del Museo de La Plata es,Pablo Matías Dellapé,"el cargo que ocupa el doctor en biología, especializado en ent",latam,0.0,0,0.0
Aplica a la jurisdicción de División Entolomogía del Museo de La Plata es,Museo de La Plata,"una institución de ciencia y tecnología, de carácter público, dependiente",latam,0.14285714285714288,0,0.0
Campo de trabajo de División Entolomogía del Museo de La Plata es,entomología,el primer laboratorio de su tipo en el mundo. Con el apoyo,latam,0.0,0,0.0
Campo de trabajo de División Zoología Vertebrados del Museo de La Plata es,zoología de vertebrados,el área de investigación en la que se desarrolla la actividad de la Div,latam,0.11764705882352941,0,0.0
Aplica a la jurisdicción de División Zoología Vertebrados del Museo de La Plata es,Museo de La Plata,la institución de referencia en el estudio de los vertebrados del Con,latam,0.25,0,0.0
Campo de trabajo de División Paleovertebrados del Museo de La Plata es,paleontología,"un espacio de investigación interdisciplinaria y cooperativa, con el",latam,0.0,0,0.0
Campo de trabajo de División Paleovertebrados del Museo de La Plata es,paleontología de vertebrados,un espacio de aprendizaje activo para estudiantes de distintos niveles,latam,0.15384615384615383,0,0.0
Aplica a la jurisdicción de División Paleovertebrados del Museo de La Plata es,Museo de La Plata,"una institución que se encuentra en la ciudad de La Plata, Pro",latam,0.375,0,0.0
Campo de trabajo de División Paleoinvertebrados del Museo de La Plata es,paleontología,un proyecto de investigación que se desarrolla en el Museo de La Pl,latam,0.0,0,0.0
Campo de trabajo de División Paleoinvertebrados del Museo de La Plata es,paleontología de invertebrados,un proyecto de divulgación científica que busca acercar a la,latam,0.15384615384615383,0,0.0
Campo de trabajo de División Paleoinvertebrados del Museo de La Plata es,bioestratigrafía,"un sitio de investigación, en donde se encuentran los fósiles de",latam,0.0,0,0.0
Campo de trabajo de División Paleoinvertebrados del Museo de La Plata es,malacología,un área de 1200 m2 que alberga una,latam,0.0,0,0.0
Aplica a la jurisdicción de División Paleoinvertebrados del Museo de La Plata es,Museo de La Plata,una de las más importantes del mundo dedicada al estudio de los fós,latam,0.11764705882352941,0,0.0
Campo de trabajo de División Zoología Invertebrados del Museo de La Plata es,zoología de invertebrados,"un espacio de intercambio, reflexión y debate sobre la Zoología",latam,0.30769230769230765,0,0.0
Campo de trabajo de División Zoología Invertebrados del Museo de La Plata es,malacología,"el Museo de La Plata, que está ubicado en la ciudad",latam,0.0,0,0.0
Campo de trabajo de División Zoología Invertebrados del Museo de La Plata es,aracnología,"un espacio de formación interdisciplinaria, en el cual se",latam,0.0,0,0.0
Campo de trabajo de División Zoología Invertebrados del Museo de La Plata es,carcinología,el primer estudio de este tipo en el mundo que caracteriza a las espec,latam,0.0,0,0.0
Campo de trabajo de División Zoología Invertebrados del Museo de La Plata es,miriapodología,"un espacio de interacción entre el Museo y la comunidad, con el",latam,0.0,0,0.0
Gerente/director de División Zoología Invertebrados del Museo de La Plata es,María Cristina Damborenea,"el Dr. Pablo D. Sánchez, quien a su vez es el",latam,0.0,0,0.0
Aplica a la jurisdicción de División Zoología Invertebrados del Museo de La Plata es,Museo de La Plata,la responsable de la conservación y estudio de la diversidad de inverte,latam,0.25,0,0.0
Campo de trabajo de División Paleobotánica del Museo de La Plata es,paleontología,"la región de La Plata, Buenos Aires, Argentina, con un área",latam,0.0,0,0.0
Campo de trabajo de División Paleobotánica del Museo de La Plata es,paleobotánica,"el área del mundo que se encuentra en el sector de los Andes,",latam,0.0,0,0.0
Aplica a la jurisdicción de División Paleobotánica del Museo de La Plata es,Museo de La Plata,"una institución dedicada a la investigación y conservación de plantas,",latam,0.28571428571428575,0,0.0
Nombre oficial de Fundación del Museo de La Plata es,Fundación del Museo de La Plata Francisco Pascasio Moreno,": ""Museo Provincial de Ciencias Naturales ""Dr. José",latam,0.25,0,0.0
Campo de trabajo de Fundación del Museo de La Plata es,divulgación científica,un espacio que reúne las acciones que se vienen desarrollando desde,latam,0.0,0,0.0
Forma jurídica de Fundación del Museo de La Plata es,Fundacion,":
La forma jurídica de la Fundación del Museo de La",latam,0.0,0,0.0
Imagen de Fundación del Museo de La Plata es,Seee Fundación del Museo de La Plata.jpg,"un museo que se encuentra en la ciudad de La Plata, Argentina",latam,0.3157894736842105,0,0.0
Nombre de usuario de Instagram de Fundación del Museo de La Plata es,fundacionmuseodelaplata,":

El nombre de usuario de Instagram de la Fundación del Museo de",latam,0.0,0,0.0
Aplica a la jurisdicción de División Etnografía del Museo de La Plata es,Museo de La Plata,un proyecto de investigación que se desarrolló entre 2013 y,latam,0.14285714285714288,0,0.0
Campo de trabajo de División Etnografía del Museo de La Plata es,migración humana,una iniciativa de investigación y producción de conocimiento sobre el trabajo y el,latam,0.0,0,0.0
Campo de trabajo de División Etnografía del Museo de La Plata es,antropología visual,un espacio donde se exponen objetos y documentos que representan el conoc,latam,0.0,0,0.0
Campo de trabajo de División Etnografía del Museo de La Plata es,Antropología Social y Cultural,el Museo de La Plata. El Museo de La Plata,latam,0.0,0,0.0
Gerente/director de División Etnografía del Museo de La Plata es,María Marta Reca,el cargo que ocupa desde 2006. Es doctor en,latam,0.0,0,0.0
Aplica a la jurisdicción de División Arqueología del Museo de La Plata es,Museo de La Plata,la responsabilidad de la División Arqueología del Museo de La,latam,0.4285714285714285,0,0.0
Gerente/director de División Arqueología del Museo de La Plata es,Laura Lucía Miotti,un cargo que se encuentra dentro del área de investigación. La División Ar,latam,0.0,0,0.0
Situado en la dirección postal de División Arqueología del Museo de La Plata es,Paseo del Bosque S/N,el lugar donde se encuentra el Laboratorio de Análisis Químico,latam,0.0,0,0.0
Campo de trabajo de División Arqueología del Museo de La Plata es,arqueología,un área de investigación que se desarrolla con la finalidad de integrar,latam,0.0,0,0.0
Aplica a la jurisdicción de División Plantas Vasculares del Museo de La Plata es,Museo de La Plata,la responsable del estudio de las plantas vasculares (helechos,latam,0.30769230769230765,0,0.0
Cargo ocupado por el dirigente de División Antropología del Museo de La Plata es,Gustavo Barrientos,un tema de discusión entre el sindicato de la Universidad Nacional,latam,0.0,0,0.0
Gerente/director de División Antropología del Museo de La Plata es,Gustavo Barrientos,un cargo que no se puede desempeñar por un funcionario,latam,0.0,0,0.0
Aplica a la jurisdicción de División Antropología del Museo de La Plata es,Museo de La Plata,"la responsable de la conservación, estudio, investigación y divulgación de",latam,0.28571428571428575,0,0.0
Situado en la dirección postal de División Antropología del Museo de La Plata es,Paseo del Bosque S/N,"el primer museo de antropología del mundo, y el segundo en",latam,0.13333333333333333,0,0.0
Campo de trabajo de División Antropología del Museo de La Plata es,antropología física,"un espacio donde se desarrollan proyectos de investigación, formación y divulg",latam,0.0,0,0.0
Campo de trabajo de División Antropología del Museo de La Plata es,evolución humana,el primer laboratorio de antropología de la Argentina y del cono,latam,0.0,0,0.0
Campo de trabajo de División Antropología del Museo de La Plata es,variabilidad genética,la primera en Argentina en tener una colección de esqueletos human,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Morro de La Plata es,región de Valparaíso,"un municipio de Colombia, con una población de 10,0",latam,0.16666666666666666,0,0.0
Situado en la entidad territorial administrativa de Sierra de La Plata es,Región de Atacama,"el municipio de San Gregorio, que se encuentra en el departamento de",latam,0.13333333333333333,0,0.0
Situado en la entidad territorial administrativa de Cerro de La Plata es,Región de Atacama,"un municipio de la región central del país, a 12 km",latam,0.28571428571428575,0,0.0
Situado en la entidad territorial administrativa de La Plata es,Región de Coquimbo,"un barrio de la ciudad de La Plata, Argentina, que se",latam,0.14285714285714288,0,0.0
Situado en la entidad territorial administrativa de La Plata es,Región Metropolitana de Santiago,"un municipio del departamento de La Plata, en la provincia de Buenos",latam,0.125,0,0.0
Situado en la entidad territorial administrativa de Checo de La Plata es,Región de Atacama,un municipio que está en el departamento de La Plata en el estado,latam,0.125,0,0.0
Saros de Eclipse solar del 2 de julio de 2019 es,Solar Saros 127,el séptimo de la serie de eclipses solares que ocurre,latam,0.0,0,0.0
Ubicación de Juegos Suramericanos de Playa de 2019 es,Rosario,"en la ciudad de __________. (1 punto)
Seleccione una:

A",latam,0.0,0,0.0
Temporada deportiva de de Juegos Suramericanos de Playa de 2019 es,Juegos Suramericanos de Playa,"la temporada deportiva de la región de Suramérica, que comienza",latam,0.14285714285714288,0,0.0
Imagen de Juegos Suramericanos de Playa de 2019 es,Pebetero Rosario 2019 01.jpg,el tema de la portada de la revista de la FIFA de oct,latam,0.0,0,0.0
Inaugurado oficialmente por de Juegos Suramericanos de Playa de 2019 es,Mauricio Macri,"el nuevo complejo deportivo del Club Atlético San Luis, en la",latam,0.0,0,0.0
Precedido por de elecciones presidenciales de Argentina de 2019 es,elecciones presidenciales de Argentina de 2015,"el candidato del Frente de Todos, Alberto Fernández, que se",latam,0.125,0,0.0
Cargo que elige de elecciones presidenciales de Argentina de 2019 es,presidente de la Nación Argentina,"el de la izquierda, con el candidato de Juntos por el",latam,0.25000000000000006,0,0.0
Sucedido por de elecciones presidenciales de Argentina de 2019 es,Elecciones presidenciales de Argentina de 2023,un evento que se llevó a cabo el 27 de octubre,latam,0.11764705882352942,0,0.0
Candidato de elecciones presidenciales de Argentina de 2019 es,Mauricio Macri,un candidato de la lista de candidatos de las elecciones presid,latam,0.0,0,0.0
Candidato de elecciones presidenciales de Argentina de 2019 es,Nicolás del Caño,"el candidato del Frente de Todos, el partido de la Presidente",latam,0.14285714285714288,0,0.0
Candidato de elecciones presidenciales de Argentina de 2019 es,Juan José Gómez Centurión,"el político argentino y ex presidente de la Nación, que fue re",latam,0.0,0,0.0
Categoría en Commons de elecciones presidenciales de Argentina de 2019 es,2019 Argentine general election,"incorrecta, ya que la elección se realizó en 20",latam,0.0,0,0.0
Precedido por de elecciones legislativas de Argentina de 2019 es,elecciones legislativas de Argentina de 2017,un evento de elecciones que se celebró el domingo 14 de,latam,0.3529411764705882,0,0.0
Cargo que elige de elecciones legislativas de Argentina de 2019 es,diputado de Argentina,"la candidatura a presidente del Frente de Todos, que encabeza",latam,0.15384615384615383,0,0.0
Cargo que elige de elecciones legislativas de Argentina de 2019 es,senador de Argentina,"el que se debe mantener, pero hay que reforzar las herramientas",latam,0.0,0,0.0
Sucedido por de elecciones legislativas de Argentina de 2019 es,Elecciones legislativas de Argentina de 2021,"el gobierno del presidente argentino Mauricio Macri, que fue electo",latam,0.0,0,0.0
Precedido por de elecciones provinciales en Argentina de 2019 es,elecciones provinciales de Argentina de 2017,"el periodo electoral de 2020, en el cual se llevar",latam,0.125,0,0.0
Participó en de Argentina en los Juegos Panamericanos de 2019 es,Juegos Panamericanos de 2019,"un jugador de fútbol, y es delantero. ¿",latam,0.18181818181818182,0,0.0
Precedido por de Liga Femenina de voleibol argentino de 2019 es,Liga Femenina de Voleibol Argentino 2018,el torneo de voleibol femenino de la Liga F,latam,0.4,0,0.0
Sucedido por de Liga Femenina de voleibol argentino de 2019 es,Liga Femenina de voleibol argentino de 2020,un torneo de voleibol femenino profesional argentino.,latam,0.42857142857142855,0,0.0
Equipo participante de Liga Femenina de voleibol argentino de 2019 es,Club Atlético Villa Dora,"el que está participando en la presente temporada, el club está ubicado",latam,0.125,0,0.0
Temporada deportiva de de Liga Femenina de voleibol argentino de 2019 es,Liga Femenina de Voleibol Argentino,"la 10.º edición de la competición, con participación de",latam,0.14285714285714285,0,0.0
Participó en de Argentina en la Copa Mundial Femenina de Fútbol de 2019 es,Copa Mundial Femenina de Fútbol de 2019,el nombre de un equipo de fútbol femenino de Argentina,latam,0.3529411764705882,0,0.0
Precedido por de Fútbol playa en los Juegos Suramericanos de Playa de 2019 es,Fútbol playa en los Juegos Suramericanos de Playa de 2014,el evento más importante del fútbol playa de la región. El,latam,0.28571428571428564,0,0.0
Situado en la entidad territorial administrativa de Rally de Argentina de 2019 es,Provincia de Córdoba,un evento del Campeonato Mundial de Rallyes de la FIA,latam,0.15384615384615383,0,0.0
Lugar de finalización de Rally de Argentina de 2019 es,Cerro El Cóndor,"en...?
El Rally de Argentina de 2019 se celebr",latam,0.16666666666666666,0,0.0
Temporada deportiva de de Rally de Argentina de 2019 es,Rally de Argentina,la cuadragésima séptima temporada del Rally de Argentina.,latam,0.5454545454545454,1,0.0
Precedido por de Rally de Argentina de 2019 es,Rally de Argentina de 2018,"el Rally de Argentina de 2020, que se disputó",latam,0.5714285714285714,0,0.0
Pole position de Gran Premio de Argentina de Motociclismo de 2019 es,Marc Márquez,el tercer Gran Premio de la temporada 2019 de Mot,latam,0.0,0,0.0
Vuelta más rápida de Gran Premio de Argentina de Motociclismo de 2019 es,Marc Márquez,"de la piloto que se retiró en la primera carrera del año,",latam,0.0,0,0.0
Nombre oficial de Gran Premio de Argentina de Motociclismo de 2019 es,Gran Premio Motul de la República Argentina,":
El nombre oficial del Gran Premio de Argentina de Motociclismo",latam,0.47058823529411764,0,0.0
Imagen de Apagón eléctrico de América del Sur de 2019 es,Apagón en el Obelisco.png,una imagen de la tormenta tropical Ida que se formó en el,latam,0.25,0,0.0
Investigado por de Apagón eléctrico de América del Sur de 2019 es,Ente Nacional Regulador de la Electricidad,el segundo año consecutivo que la Comisión Nacional de Energía (C,latam,0.3529411764705882,0,0.0
Participó en de Argentina en el Campeonato Mundial de Natación de 2019 es,Campeonato Mundial de Natación de 2019,"una frase correcta? ""Participó en de Argentina en el Cam",latam,0.125,0,0.0
Deporte de Argentina en el Campeonato Mundial de Natación de 2019 es,deporte acuático,una obra de teatro que se presentó en el Teatro Colón,latam,0.0,0,0.0
Participó en de Argentina en el Campeonato Mundial de Atletismo de 2019 es,Campeonato Mundial de Atletismo de 2019,"el que se celebró en el atletismo de Doha, Qatar",latam,0.25,0,0.0
Precedido por de debates presidenciales de Argentina de 2019 es,debates presidenciales de Argentina en 2015,el tema de las elecciones presidenciales de Argentina de 2,latam,0.37499999999999994,0,0.0
Subclase de de debates presidenciales de Argentina de 2019 es,debates presidenciales en Argentina,"un tema de debate sobre el futuro de Argentina, con los candidatos a",latam,0.11764705882352941,0,0.0
Aplica a la jurisdicción de elecciones provinciales de Catamarca de 2019 es,Provincia de Catamarca,el proceso electoral en el que se realizó la elección de autoridades,latam,0.13333333333333333,0,0.0
Sucedido por de elecciones provinciales del Neuquén de 2019 es,Elecciones provinciales del Neuquén de 2023,un evento que se desarrolló el 25 de noviembre de,latam,0.125,0,0.0
Aplica a la jurisdicción de elecciones provinciales del Chubut de 2019 es,Provincia de Chubut,"decir, en la provincia de Chubut, Argentina, en 2",latam,0.5,1,0.0
Sucedido por de elecciones provinciales del Chubut de 2019 es,Elecciones provinciales del Chubut de 2023,"el gobernador del Chubut, Argentina, desde el 1",latam,0.28571428571428575,0,0.0
Aplica a la jurisdicción de elecciones provinciales del Chaco de 2019 es,Provincia de Chaco,"un tema que se ha generado en el contexto de la política argentina,",latam,0.125,0,0.0
Sucedido por de elecciones provinciales del Chaco de 2019 es,Elecciones provinciales del Chaco de 2023,un proceso electoral en el que se eligen a las autoridades provinciales,latam,0.1111111111111111,0,0.0
Aplica a la jurisdicción de elecciones provinciales de Tierra del Fuego de 2019 es,"Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur",el título de un libro que acaba de publicarse. ¿Es ci,latam,0.09090909090909091,0,0.0
Precedido por de elecciones provinciales de Tierra del Fuego de 2019 es,Elecciones en la provincia de Tierra del Fuego de 2015,"el primer gran evento electoral de la Argentina en 2020,",latam,0.3,0,0.0
Sucedido por de elecciones provinciales de Tierra del Fuego de 2019 es,Elecciones provinciales de Tierra del Fuego de 2023,"el gobierno provincial de la provincia de Tierra del Fuego, Antá",latam,0.5263157894736842,0,0.0
Compuesto por de elecciones de la Ciudad Autónoma de Buenos Aires de 2019 es,elecciones a la Legislatura Porteña de 2019,el conjunto de elecciones que se celebraron el 27 de oct,latam,0.2222222222222222,0,0.0
Sucedido por de elecciones de la Ciudad Autónoma de Buenos Aires de 2019 es,Elecciones de la Ciudad Autónoma de Buenos Aires de 2023,el proceso electoral que se llevó a cabo en la Ciudad Autónoma,latam,0.2727272727272727,0,0.0
Cargo que elige de Elecciones municipales de La Matanza de 2019 es,concejal,un partido que no ha tenido una buena relación con el sindicato,latam,0.0,0,0.0
Aplica a la jurisdicción de elecciones provinciales de Buenos Aires de 2019 es,Provincia de Buenos Aires,as nuevas reglas de voto. ¿Qué sucedería? ¿,latam,0.18181818181818182,0,0.0
Cargo que elige de elecciones provinciales de Buenos Aires de 2019 es,diputado de la provincia de Buenos Aires,"una elección que se está desarrollando en la provincia de Buenos Aires,",latam,0.5263157894736842,0,0.0
Aplica a la jurisdicción de elecciones provinciales de Santa Fe de 2019 es,Provincia de Santa Fe,as reglas de la ley de protección de datos personales. ¿Cómo,latam,0.13333333333333333,0,0.0
Aplica a la jurisdicción de elecciones provinciales de Santa Cruz de 2019 es,Provincia de Santa Cruz,"decir, la que se llevó a cabo en febrero de ese año",latam,0.125,0,0.0
Aplica a la jurisdicción de elecciones provinciales de San Luis de 2019 es,Provincia de San Luis,"decir, la elección de diputados nacionales y senadores,",latam,0.16666666666666666,0,0.0
Aplica a la jurisdicción de elecciones provinciales de Salta de 2019 es,Provincia de Salta,as condiciones que mencionas.  ¿Qué implicaría en términ,latam,0.0,0,0.0
Aplica a la jurisdicción de elecciones provinciales de Mendoza de 2019 es,Provincia de Mendoza,"as ideas y métodos, y explica cómo se podría aplicar.",latam,0.0,0,0.0
Aplica a la jurisdicción de elecciones provinciales de La Pampa de 2019 es,Provincia de La Pampa,el tema que se analiza en el informe del Consejo de la,latam,0.25,0,0.0
Aplica a la jurisdicción de elecciones provinciales de Entre Ríos de 2019 es,Provincia de Entre Ríos,"decir, el caso de la provincia de Entre Ríos, donde se",latam,0.5333333333333333,1,0.0
Aplica a la jurisdicción de elecciones provinciales de Córdoba de 2019 es,Provincia de Córdoba,"decir, la provincia de Córdoba, Argentina, la ley 2",latam,0.5,1,0.0
Precedido por de elecciones provinciales de Córdoba de 2019 es,elecciones provinciales de Córdoba de 2015,una de las figuras más importantes del kirchnerismo en el interior del,latam,0.1111111111111111,0,0.0
Cargo que elige de elecciones provinciales de Córdoba de 2019 es,Gobernador de la Provincia de Córdoba,"un
**gobierno provincial de izquierda**, con un **gobierno",latam,0.14285714285714288,0,0.0
Sucedido por de elecciones provinciales de Córdoba de 2019 es,Elecciones provinciales de Córdoba de 2023,"un evento político que se dio en la provincia de Córdoba, Argentina",latam,0.2222222222222222,0,0.0
Cargo que elige de elecciones a la Legislatura Porteña de 2019 es,legislador de la Ciudad de Buenos Aires,"el que se tiene que mantener. Y si no, se va a generar",latam,0.0,0,0.0
Aplica a la jurisdicción de elecciones a la Legislatura Porteña de 2019 es,Buenos Aires,"el tema del nuevo episodio de
**""Voces de",latam,0.0,0,0.0
Sucedido por de Elecciones provinciales de La Rioja (Argentina) de 2019 es,Elecciones provinciales de La Rioja (Argentina) de 2023,"el proceso electoral que se realizó en la provincia de La Rioja,",latam,0.3,0,0.0
Competición deportiva participada de Argentina en la Copa Mundial de Rugby de 2019 es,Copa Mundial de Rugby de 2019,"el siguiente:

La selección argentina de rugby, conocida como la",latam,0.25,0,0.0
Nombre en la lengua nativa de Anexo:Premios VOS de 2019 es,6.ª ceremonia de los premios VOS,: Anexo:Premios VOS de 2019,latam,0.4,0,0.0
Situado en la entidad territorial administrativa de Anexo:Premios VOS de 2019 es,Villa Carlos Paz,un premio otorgado por el colectivo de periodistas de,latam,0.0,0,0.0
Idioma de la película o programa de televisión de Anexo:Premios VOS de 2019 es,español,":
A. Inglés
B. Francés
C. Portug",latam,0.0,0,0.0
Idioma de la obra o del nombre de Anexo:Premios VOS de 2019 es,español,el título de un anexo de la Wikipedia en español. El idioma,latam,0.15384615384615385,1,0.0
Precedido por de Anexo:Premios Konex de Platino de 2019 es,Anexo:Premios Konex de Platino de 2018,un anexo que recoge los Premios Konex de Platino de,latam,0.5,0,0.0
Precedido por de elecciones primarias de Argentina de 2019 es,elecciones primarias de Argentina de 2017,un evento electoral que se celebró en Argentina el 27 de oct,latam,0.2222222222222222,0,0.0
Categoría en Commons de Consulta ciudadana de Chile de 2019 es,Consulta ciudadana de Chile de 2019,"una categoría de contenido que se encuentra en el repositorio de archivos multimedia,",latam,0.21052631578947367,0,0.0
Organizador de Consulta ciudadana de Chile de 2019 es,Asociación Chilena de Municipalidades,un evento que se realizará el 17 de octubre de,latam,0.14285714285714288,0,0.0
Categoría principal del tema de Campeonato Sudamericano de Fútbol Sub-20 de 2019 es,Categoría:Campeonato Sudamericano de Fútbol Sub-20 de 2019,":
A. Deportes
B. Cultura
C. Ci",latam,0.0,0,0.0
Ganador de Campeonato Sudamericano de Fútbol Sub-20 de 2019 es,selección de fútbol sub-20 del Ecuador,"el mejor del mundo, ¿a qué se refiere el pronombre """,latam,0.125,0,0.0
Temporada deportiva de de Campeonato Sudamericano de Fútbol Sub-20 de 2019 es,Campeonato Sudamericano de Fútbol Sub-20,la 24.ª edición del Campeonato Sudamericano,latam,0.3636363636363636,0,0.0
Sucedido por de Campeonato Sudamericano de Fútbol Sub-20 de 2019 es,Campeonato Sudamericano de Fútbol Sub-20 de 2023,el torneo de fútbol sub-20 que se celebr,latam,0.39999999999999997,0,0.0
Logotipo de Campeonato Sudamericano de Fútbol Sub-20 de 2019 es,Sudamericano Sub 20 Chile 2019.png,un logotipo que se utilizó para el Campeonato Sudam,latam,0.0,0,0.0
Participó en de Chile en los Juegos Panamericanos de 2019 es,Juegos Panamericanos de 2019,"una frase incompleta. ¿Cómo se puede completar?

La frase",latam,0.0,0,0.0
Ubicación de Campeonato FIBA Américas Femenino Sub-16 de 2019 es,Puerto Aysén,"en:
La ubicación del Campeonato FIBA Américas",latam,0.0,0,0.0
Deporte de Campeonato FIBA Américas Femenino Sub-16 de 2019 es,baloncesto,un deporte de equipo que se juega con dos equipos de 1,latam,0.0,0,0.0
Participó en de Chile en el Campeonato Mundial de Natación de 2019 es,Campeonato Mundial de Natación de 2019,"un evento que se celebró en qué lugar?

Participó en de",latam,0.11764705882352942,0,0.0
Deporte de Chile en el Campeonato Mundial de Natación de 2019 es,deporte acuático,un artículo que habla sobre el desempeño del país en el,latam,0.0,0,0.0
Organizador de Campeonato Sudamericano de Voleibol Masculino de 2019 es,Confederación Sudamericana de Voleibol,"un evento que se realizó en el año 2019,",latam,0.0,0,0.0
Equipo participante de Campeonato Sudamericano de Voleibol Masculino de 2019 es,Selección de voleibol de Brasil,el equipo que representó a la República Dominicana en el Campeonato,latam,0.0,0,0.0
Equipo participante de Campeonato Sudamericano de Voleibol Masculino de 2019 es,Selección masculina de vóley de Argentina,el equipo de voleibol de la selección de Paraguay.,latam,0.4,0,0.0
Equipo participante de Campeonato Sudamericano de Voleibol Masculino de 2019 es,Selección de voleibol de Chile,"el equipo de voleibol de qué país?

El equipo participante",latam,0.4,0,0.0
Equipo participante de Campeonato Sudamericano de Voleibol Masculino de 2019 es,Selección de voleibol de Venezuela,"el equipo del Paraguay, el cual está compuesto por: 1",latam,0.0,0,0.0
Equipo participante de Campeonato Sudamericano de Voleibol Masculino de 2019 es,selección masculina de voleibol del Perú,el equipo de voleibol de la selección nacional de Paraguay,latam,0.37499999999999994,0,0.0
Equipo participante de Campeonato Sudamericano de Voleibol Masculino de 2019 es,Selección masculina de voleibol de Colombia,"el equipo de voleibol de la selección de Paraguay,",latam,0.5333333333333333,0,0.0
Equipo participante de Campeonato Sudamericano de Voleibol Masculino de 2019 es,Selección de voleibol de Ecuador,"el equipo de voleibol de la selección de Paraguay,",latam,0.5714285714285714,0,0.0
Equipo participante de Campeonato Sudamericano de Voleibol Masculino de 2019 es,Selección masculina de voleibol de Bolivia,"el equipo de voleibol de la selección de Paraguay,",latam,0.5333333333333333,0,0.0
Ubicación de Campeonato Sudamericano de Voleibol Masculino de 2019 es,Santiago de Chile,:  ¿Cuál es el país anfitrión del Campeon,latam,0.0,0,0.0
Participó en de Chile en el Campeonato Mundial de Atletismo de 2019 es,Campeonato Mundial de Atletismo de 2019,"un atleta chileno, en la categoría de 800",latam,0.14285714285714288,0,0.0
Participó en de Chile en los Juegos Parapanamericanos de 2019 es,Juegos Parapanamericanos de 2019,"un jugador de fútbol, y también es entrenador del club",latam,0.14285714285714288,0,0.0
Serie de Chile en los Juegos Parapanamericanos de 2019 es,Chile en los Juegos Parapanamericanos,el título de un artículo que describe el desempeño de la deleg,latam,0.0,0,0.0
Precedido por de Campeonato Sudamericano de Baloncesto Sub-17 de 2019 es,Campeonato Sudamericano de Baloncesto Sub-17 de 2017,un torneo de baloncesto juvenil que se celebrará en el,latam,0.23529411764705882,0,0.0
Deporte de Campeonato Sudamericano de Baloncesto Sub-17 de 2019 es,baloncesto,un evento de baloncesto juvenil organizado por la FIBA,latam,0.19999999999999998,1,0.0
Lugar de inicio de Accidente del Lockheed C-130 de la FACh de 2019 es,Aeropuerto Internacional Presidente Carlos Ibáñez del Campo,":
El lugar de inicio del accidente del Lockheed C-130",latam,0.125,0,0.0
Ubicación de Accidente del Lockheed C-130 de la FACh de 2019 es,Mar de Hoces,el lugar donde un Lockheed C-130 Hercules de la Fuer,latam,0.15384615384615383,0,0.0
Operador de Accidente del Lockheed C-130 de la FACh de 2019 es,Fuerza Aérea de Chile,un videojuego de simulación de vuelo desarrollado por el equipo,latam,0.14285714285714288,0,0.0
Imagen de Accidente del Lockheed C-130 de la FACh de 2019 es,Participación de la Armada Argentina en la busqueda del C130 chileno mapa.jpg,un artículo de Wikipedia sobre el accidente del Lockheed C-130,latam,0.2727272727272727,0,0.0
Temporada deportiva de de Juegos Deportivos Nacionales de Chile de 2019 es,Juegos Deportivos Nacionales de Chile,la que se desarrolló entre el 22 de septiembre al,latam,0.13333333333333333,0,0.0
Ubicación de Juegos Deportivos Nacionales de Chile de 2019 es,Región Metropolitana de Santiago,una de las mejores opciones para encontrar información sobre los eventos deportivos de Chile,latam,0.11111111111111112,0,0.0
Serie de Anexo:Copihue de Oro de 2019 es,Copihue de Oro,una serie de sellos emitidos por Chile en el año 20,latam,0.14285714285714288,0,0.0
Categoría principal del tema de Juegos Panamericanos de 2019 es,Categoría:Juegos Panamericanos de 2019,"Deportes de equipo, con un total de 12 deportes",latam,0.15384615384615383,0,0.0
Identificador en Facebook de Juegos Panamericanos de 2019 es,Lima2019Juegos,":
A) #PanAms2019
B) #",latam,0.0,0,0.0
Nombre de usuario de Twitter (X) de Juegos Panamericanos de 2019 es,Lima2019Juegos,":

El nombre de usuario de Twitter (X) de los Juegos Pan",latam,0.0,0,0.0
Compuesto por de Juegos Panamericanos de 2019 es,Anexo:Atletismo en los Juegos Panamericanos de 2019,"un evento de alto nivel, con más de 7,000",latam,0.125,0,0.0
Compuesto por de Juegos Panamericanos de 2019 es,Anexo:Bádminton en los Juegos Panamericanos de 2019,"un evento de 17 días, en la capital del estado de Chile",latam,0.2105263157894737,0,0.0
Compuesto por de Juegos Panamericanos de 2019 es,Anexo:Baloncesto en los Juegos Panamericanos de 2019,"el más grande de los Juegos Panamericanos, con 6,",latam,0.5,0,0.0
Compuesto por de Juegos Panamericanos de 2019 es,Anexo:Baloncesto 3x3 en los Juegos Panamericanos de 2019,"un evento deportivo que se celebrará en Lima, Perú. El",latam,0.11111111111111112,0,0.0
Compuesto por de Juegos Panamericanos de 2019 es,Anexo:Balonmano en los Juegos Panamericanos de 2019,"un evento de alto nivel y tiene un amplio alcance, con participación",latam,0.10526315789473685,0,0.0
