prompt,ground_truth,prediction,region,f1_score,substring_accuracy,judge_score
Subclase de de Elección presidencial de Chile es,elección presidencial,el proceso mediante el cual se elige al Presidente de la República de,latam,0.0,0,0.0
Subclase de de Elección presidencial de Chile es,Elecciones en Chile,el proceso electoral mediante el cual se elige al Presidente de la República,latam,0.0,0,0.0
Cargo que elige de Elección presidencial de Chile es,presidente de Chile,un tema de interés nacional y mundial. ¿Qué implica ser candidato,latam,0.14285714285714288,0,0.0
Categoría principal del tema de Elección presidencial de Chile es,Categoría:Elecciones presidenciales de Chile,": **Política**.  

La categorización del tema **Elección",latam,0.0,0,0.0
Ubicación de la sede de Asociación Nacional de Funcionarios del Trabajo de Chile es,Santiago de Chile,"en la comuna de San Miguel, en la capital del país, Santiago",latam,0.26666666666666666,0,0.0
Afiliación de Asociación Nacional de Funcionarios del Trabajo de Chile es,Central Unitaria de Trabajadores de Chile,la Asociación Nacional de Funcionarios del Trabajo de Chile (,latam,0.4,0,0.0
Afiliación de Asociación Nacional de Funcionarios del Trabajo de Chile es,Agrupación Nacional de Empleados Fiscales,":
La Asociación Nacional de Funcionarios del Trabajo (AN",latam,0.3076923076923077,0,0.0
Ubicación de la sede de Coro Frohsinn de Chile es,Santiago de Chile,"en la comuna de Las Condes, en la capital del país.",latam,0.14285714285714288,0,0.0
Ubicación de la sede de Centro de Derechos Humanos de la Facultad de Derecho de la Universidad de Chile es,Facultad de Derecho de la Universidad de Chile,":

La sede del Centro de Derechos Humanos de la Facultad",latam,0.4444444444444445,0,0.0
Situado en la entidad territorial administrativa de Archivo Judío de Chile es,Providencia,un espacio físico donde se almacenan los documentos oficiales del Estado,latam,0.0,0,0.0
Organizador de Bienal de Arquitectura y Urbanismo de Chile es,Colegio de Arquitectos de Chile,"una empresa dedicada a la organización de eventos culturales en Chile,",latam,0.25000000000000006,0,0.0
Nombre oficial de Bienal de Arquitectura y Urbanismo de Chile es,Bienal de Arquitectura y Urbanismo de Chile,"el ""Bienal de Arquitectura y Urbanismo de Chile""",latam,0.9333333333333333,1,0.0
"Situado en la entidad territorial administrativa de Iglesia de la Santísima Trinidad, Santiago de Chile es",Comuna de Santiago,la capital del país y la ciudad más importante del mismo. How do you,latam,0.0,0,0.0
"Diócesis de Iglesia de la Santísima Trinidad, Santiago de Chile es",Arquidiócesis de Santiago de Chile,una diócesis de la Iglesia Católica en la República de,latam,0.26666666666666666,0,0.0
"Categoría en Commons de Iglesia de la Santísima Trinidad, Santiago de Chile es","Iglesia de la Santísima Trinidad, Santiago de Chile","un conjunto de imágenes de la Iglesia de la Santísima Trinidad,",latam,0.631578947368421,0,0.0
Operador de Material bélico de la Armada de Chile es,Armada de Chile,"un cargo que implica la gestión de armamento y material bélico,",latam,0.14285714285714288,0,0.0
Deporte de 2023 Vuelta Ciclista de Chile es,ciclismo en ruta,un evento ciclista de ruta que se disputará en 202,latam,0.30769230769230765,0,0.0
Ganador de 2023 Vuelta Ciclista de Chile es,cancelada,"el ciclista que representó a la región de Ñuble, quien",latam,0.0,0,0.0
"Imagen de Goethe-Institut, Santiago de Chile es",Sede Providencia del Goethe-Institut Santiago de Chile.jpg,"el sitio web oficial. Imagen de Goethe-Institut, Santiago",latam,0.39999999999999997,0,0.0
Situado en la entidad territorial administrativa de Marcha del Orgullo LGBT de Santiago de Chile es,Santiago de Chile,"un evento que se realiza cada año en la capital del país, con el",latam,0.0,0,0.0
Faceta de de Diversidad sexual en Santiago de Chile es,Santiago de Chile,una investigación que se llevó a cabo en el año 201,latam,0.0,0,0.0
Ubicación de Diversidad sexual en Santiago de Chile es,Santiago de Chile,"un espacio de encuentro, diálogo y crecimiento para personas con orientaciones",latam,0.14285714285714288,0,0.0
Subclase de de Diversidad sexual en Santiago de Chile es,diversidad sexual en Chile,una organización sin fines de lucro dedicada a la defensa de los,latam,0.0,0,0.0
Categoría principal del tema de Diversidad sexual en Santiago de Chile es,Categoría:LGBT en Santiago de Chile,":  Diversidad sexual
Categoría secundaria del tema",latam,0.0,0,0.0
"Situado en la entidad territorial administrativa de Templo Hare Krishna, Santiago de Chile es",Comuna de Santiago,"la capital y la ciudad más grande de Chile, con una población de",latam,0.125,0,0.0
"Categoría en Commons de Templo Hare Krishna, Santiago de Chile es","ISKCON Temple, Santiago de Chile",la categoría de archivos multimedia subidos a Wikimedia Commons por el usuario Templo,latam,0.1111111111111111,0,0.0
Autor de Inventario Nacional de Patrimonio Inmueble de Chile es,Ministerio de Obras Públicas de Chile,"el Ministerio de Vivienda, Urbanismo y Saneamiento.",latam,0.30769230769230765,0,0.0
Situado en la entidad territorial administrativa de Incunables: Un Gran Tesoro de la Biblioteca Nacional de Chile es,Santiago de Chile,un libro que reúne una selección de los documentos más importantes que,latam,0.13333333333333333,0,0.0
Organizador de Incunables: Un Gran Tesoro de la Biblioteca Nacional de Chile es,Biblioteca Nacional de Chile,un proyecto que busca catalogar y digitalizar los incunables de la,latam,0.13333333333333333,0,0.0
Título de Incunables: Un Gran Tesoro de la Biblioteca Nacional de Chile es,Incunables: Un Gran Tesoro de la Biblioteca Nacional de Chile,"un libro de la editorial de la Biblioteca Nacional de Chile, que fue",latam,0.608695652173913,0,0.0
Lista de de Anexo:Obras literarias con temática LGBT de Chile es,Literatura de temática LGBT,un artículo que menciona una lista de obras literarias con temática LGBT,latam,0.375,0,0.0
Situado en la entidad territorial administrativa de Asociación de Ingenieros Civiles Estructurales de Chile es,Las Condes,"una Asociación Civil de carácter técnico profesional, con fines no lucrat",latam,0.0,0,0.0
Ubicación de Destrucción de los registros electorales de Chile es,Santiago de Chile,"un sitio de destrucción de documentos, ubicado en el barrio",latam,0.15384615384615383,0,0.0
Aplica a la jurisdicción de ministro del Tribunal Constitucional de Chile es,Tribunal Constitucional de Chile,la consulta sobre el alcance de la Constitución en la regulación del,latam,0.125,0,0.0
Categoría principal del tema de ministro del Tribunal Constitucional de Chile es,Categoría:Ministros del Tribunal Constitucional de Chile,":
La Categoría principal del tema de ministro del Tribunal Constituc",latam,0.37499999999999994,0,0.0
Forma femenina de la etiqueta de ministro del Tribunal Constitucional de Chile es,ministra del Tribunal Constitucional de Chile,":  La forma femenina de la etiqueta ""ministro del",latam,0.28571428571428575,0,0.0
Forma masculina de la etiqueta de ministro del Tribunal Constitucional de Chile es,ministro del Tribunal Constitucional de Chile,": ""Ministro"", ""Ministro del Tribunal Constitucional"", o",latam,0.6666666666666666,0,0.0
Idioma usado de Editoriales de Chile es,español,"el castellano, pero con una particularidad: en vez de """,latam,0.0,0,0.0
Industria de Editoriales de Chile es,edición,"una editorial que se dedica a la publicación de libros, revistas",latam,0.0,0,0.0
Miembro de de Editoriales de Chile es,Alianza Internacional de Editores Independientes,"una editorial que se dedica a publicar literatura y arte, en",latam,0.0,0,0.0
Nombre en la lengua nativa de Editoriales de Chile es,Editoriales de Chile,":
A. Editoriales de Chile
B. Ediciones de Chile",latam,0.5454545454545454,1,0.0
Nombre de usuario de YouTube de Editoriales de Chile es,EditorialesdeChile,El nombre de usuario de YouTube de Editoriales de Chile es **editor,latam,0.0,0,0.0
Identificador en Facebook de Editoriales de Chile es,editorialesdechile,**@editorialesdechile** y si quieres saber cómo nos,latam,0.25,1,0.0
"Situado en la entidad territorial administrativa de Facultad de Arquitectura, Diseño y Estudios Urbanos de la Pontificia Universidad Católica de Chile es",Santiago de Chile,un espacio de trabajo compartido entre el Departamento de Diseño Industrial y,latam,0.13333333333333333,0,0.0
"Situado en la entidad territorial administrativa de Facultad de Arquitectura, Diseño y Estudios Urbanos de la Pontificia Universidad Católica de Chile es",Providencia,"el área de diseño gráfico, especialidad que se desarrolla en la",latam,0.0,0,0.0
"Ubicación de Facultad de Arquitectura, Diseño y Estudios Urbanos de la Pontificia Universidad Católica de Chile es",Campus Lo Contador,"en la ciudad de Santiago, Chile. La Facultad se encuentra ubic",latam,0.0,0,0.0
"Campo de trabajo de Facultad de Arquitectura, Diseño y Estudios Urbanos de la Pontificia Universidad Católica de Chile es",diseño gráfico,"la Arquitectura, Diseño, Urbanismo, con énf",latam,0.25,0,0.0
"Campo de trabajo de Facultad de Arquitectura, Diseño y Estudios Urbanos de la Pontificia Universidad Católica de Chile es",diseño industrial,"el espacio de estudio y práctica de los estudiantes de arquitectura,",latam,0.0,0,0.0
"Nombre oficial de Facultad de Arquitectura, Diseño y Estudios Urbanos de la Pontificia Universidad Católica de Chile es","Facultad de Arquitectura, Diseño y Estudios Urbanos de la Pontificia Universidad Católica de Chile",":

El nombre oficial de la Facultad es **Facultad de",latam,0.34782608695652173,0,0.0
Situado en la entidad territorial administrativa de Cuencas fronterizas entre salares Atacama y Socompa de Chile es,Región de Antofagasta,"la cuenca hidrográfica del río Socompa, con",latam,0.0,0,0.0
Mapa de localización de Cuencas fronterizas entre salares Atacama y Socompa de Chile es,Cuenca-023-024-B.svg,"una región geográfica ubicada en el norte de Chile, en",latam,0.0,0,0.0
Subclase de de Marco Curricular Nacional de Chile es,currícula nacional,un documento que establece los aprendizajes que los estudiantes deben alcanzar,latam,0.0,0,0.0
Compuesto por de Marco Curricular Nacional de Chile es,Plan de educación Básica,un sistema educativo que se caracteriza por ser un sistema de educación que,latam,0.23529411764705882,0,0.0
Examen realizado de 7mo grado de Educación Básica de Chile es,evaluación continua,"decir 12 años de edad, el examen es de matem",latam,0.0,0,0.0
Compuesto por de 7mo grado de Educación Básica de Chile es,Programa de Educación Física y Salud de 7mo Básico,"un curso de nivel intermedio de matemáticas, que se cent",latam,0.2105263157894737,0,0.0
Compuesto por de 7mo grado de Educación Básica de Chile es,"Programa de Historia, Geografía y Ciencias Sociales de 7mo Básico",un curso de matemática para estudiantes de 7mo grado de educación,latam,0.28571428571428564,0,0.0
Compuesto por de 7mo grado de Educación Básica de Chile es,Programa de Artes Visuales de 7mo Básico,una institución educativa que se encuentra en el municipio de San Antonio,latam,0.10526315789473685,0,0.0
Compuesto por de 7mo grado de Educación Básica de Chile es,Programa de Ciencias Naturales de 7mo Básico,el texto que se puede encontrar en la página web del Ministerio de Educación,latam,0.09523809523809523,0,0.0
Compuesto por de 7mo grado de Educación Básica de Chile es,Programa de Inglés de 7mo Básico,un curso de matemáticas para estudiantes de 7mo grado de educación,latam,0.3529411764705882,0,0.0
Compuesto por de 7mo grado de Educación Básica de Chile es,Programa de Lenguaje y Comunicación de 7mo Básico,un curso de matemáticas que tiene como objetivo principal ayudar a los,latam,0.1,0,0.0
Faceta de de cultura en Santiago de Chile es,Santiago de Chile,el lugar donde se encuentran los museos más importantes de la ciudad.,latam,0.13333333333333333,0,0.0
Ubicación de cultura en Santiago de Chile es,Santiago de Chile,"un espacio de trabajo y reflexión, donde se puede compartir y debat",latam,0.13333333333333333,0,0.0
Situado en la entidad territorial administrativa de cultura en Santiago de Chile es,Región Metropolitana de Santiago,el Museo de Arte Contemporáneo de Chile. El museo,latam,0.15384615384615383,0,0.0
Categoría principal del tema de cultura en Santiago de Chile es,Categoría:Cultura de Santiago de Chile,"el arte, la arquitectura y el patrimonio. How",latam,0.0,0,0.0
Organización dirigida desde este cargo de rector de la Universidad de Santiago de Chile es,Universidad de Santiago de Chile,"el primer caso en la región de Ñuble, y también el primero",latam,0.11764705882352941,0,0.0
Forma femenina de la etiqueta de rector de la Universidad de Santiago de Chile es,rectora de la Universidad de Santiago de Chile,":

La forma femenina de la etiqueta ""rector"" de",latam,0.375,0,0.0
Categoría principal del tema de rector de la Universidad de Santiago de Chile es,Categoría:Rectores de la Universidad de Santiago de Chile,el área de gestión de la institución educativa. ¿Qué otras categor,latam,0.3157894736842105,0,0.0
Forma masculina de la etiqueta de rector de la Universidad de Santiago de Chile es,rector de la Universidad de Santiago de Chile,": ""Rector"" o ""Rector""?
En español, tanto",latam,0.14285714285714288,0,0.0
Situado en la dirección postal de Academia de Historia Naval y Marítima de Chile es,Paseo 21 de Mayo N° 45 Cerro Artillería,un centro de investigación dedicado a la historia marítima y naval de,latam,0.1,0,0.0
Categoría principal del tema de Pintura de Chile es,Categoría:Pintura de Chile,": Pintura de Chile
Subcategorías:
- Pint",latam,0.5,0,0.0
Imagen de plataforma continental de Chile es,"Chile Tricontinental, y el mar Chileno.png",el área que se extiende desde la costa hasta el límite de,latam,0.1111111111111111,0,0.0
Organización dirigida desde este cargo de contralor(a) general de la República de Chile es,Contraloría General de la República de Chile,"el:
A) Tribunal Constitucional
B) Ministerio de H",latam,0.13333333333333333,0,0.0
Forma femenina de la etiqueta de contralor(a) general de la República de Chile es,contralora general de la República de Chile,": La forma femenina de la etiqueta ""contralor(a",latam,0.42857142857142855,0,0.0
Situado en la entidad territorial administrativa de Museo de la Contraloría General de la República de Chile es,Comuna de Santiago,un museo que fue fundado en el año 1987,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Colectividad Vasca de Chile es,Santiago de Chile,"decir en la ciudad de Valdivia, este proyecto consiste en la",latam,0.14285714285714288,0,0.0
Situado en la dirección postal de Colectividad Vasca de Chile es,"Nevería 4855 Las Condes, Santiago de Chile",el punto de reunión para el colectivo vasco chileno,latam,0.125,0,0.0
Situado en la entidad territorial administrativa de Eusko Etxea - Casa Vasca de Chile es,Santiago de Chile,una institución cultural y social vasca que tiene como objetivo promover la,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Ciencias de la Computación Universidad de Chile es,Comuna de Santiago,"una institución de educación superior, de nivel superior, perteneciente",latam,0.16666666666666666,0,0.0
Subclase de de presidente electo de Chile es,presidente electo,"un espacio de interacción entre los ciudadanos y el poder público, con",latam,0.0,0,0.0
Nombre en la lengua nativa de presidente electo de Chile es,presidente electo de Chile,": ""presidente electo"" o ""presidente elegido""? ¿",latam,0.4444444444444445,0,0.0
Titular del cargo de presidente electo de Chile es,Gabriel Boric,el que ha sido elegido por la mayoría de votos en las ele,latam,0.0,0,0.0
Rango inmediatamente superior de presidente electo de Chile es,presidente de Chile,"el que está al frente de la empresa, y el presidente electo es",latam,0.25,0,0.0
Rango inmediatamente inferior de presidente electo de Chile es,presidente del Senado de Chile,"el presidente electo, el cual es el primer ministro del país,",latam,0.25000000000000006,0,0.0
Organización matriz de Subsecretaría de Seguridad Pública de Chile es,Ministerio de Seguridad Pública (Chile),una institución de seguridad pública que se encarga de la seguridad en el,latam,0.33333333333333337,0,0.0
Imagen de Geopolítica de Chile es,Hipótesis vecinal máxima (HV3) (Chile).svg,un proyecto de investigación que pretende analizar el impacto de la ge,latam,0.0,0,0.0
Clase de competencia de Copa de la Liga de Chile es,fútbol masculino,"una competición de fútbol de clubes de Chile, organiz",latam,0.1818181818181818,0,0.0
Situado en la entidad territorial administrativa de Edificio del Banco Central de Chile es,Santiago de Chile,"un edificio de estilo moderno, de 4 pisos, que",latam,0.16666666666666666,0,0.0
Categoría en Commons de Edificio del Banco Central de Chile es,Edificio del Banco Central de Chile,un proyecto de la Fundación Wikimedia que busca crear una categoría en Commons con,latam,0.1,0,0.0
Miembro del reparto de El cantor de Buenos Aires es,Héctor Palacios,"un actor que también ha interpretado al protagonista de la serie ""El",latam,0.0,0,0.0
Miembro del reparto de El cantor de Buenos Aires es,ílvaro Escobar,"un actor que se dio a conocer en la serie ""La Reina del",latam,0.0,0,0.0
Miembro del reparto de El cantor de Buenos Aires es,Haydeé Larroca,"el actor argentino que interpreta al personaje de ""El Hombre",latam,0.0,0,0.0
Idioma de la película o programa de televisión de El cantor de Buenos Aires es,español,"una película de 1988, producida por el director",latam,0.0,0,0.0
Lugar de filmación de El cantor de Buenos Aires es,Buenos Aires,una película de 1995 dirigida por Miguel Zacarías,latam,0.0,0,0.0
Miembro del reparto de Calles de Buenos Aires es,Miguel Gómez Bao,el director de la Caja de Jubilaciones de la Provincia de,latam,0.0,0,0.0
Idioma de la película o programa de televisión de Calles de Buenos Aires es,español,":
A) Inglés
B) Español
C) Francés",latam,0.2857142857142857,1,0.0
Miembro del reparto de Calles de Buenos Aires es,Guillermo Casali,"un personaje de la telenovela argentina
**Calles",latam,0.0,0,0.0
Miembro del reparto de Sombras de Buenos Aires es,ílvaro Escobar,el actor que interpreta a un personaje que en la vida real es,latam,0.0,0,0.0
Miembro del reparto de Sombras de Buenos Aires es,Julio Andrada,"el actor
**Diego Pardal**. ¿Qué es lo",latam,0.0,0,0.0
Idioma de la película o programa de televisión de Sombras de Buenos Aires es,español,": 
A) Inglés
B) Español
C) Portug",latam,0.2857142857142857,1,0.0
Paí­s de origen de Sombras de Buenos Aires es,Argentina,Argentina. (The country of origin of Sombras de Buenos Aires is Argentina,latam,0.15384615384615385,1,0.0
Empresa productora de Un muchacho de Buenos Aires es,Buenos Aires Film,un documental que fue emitido en 2008 en el,latam,0.0,0,0.0
Miembro del reparto de Un muchacho de Buenos Aires es,Héctor Palacios,el actor argentino que interpreta a Pablo. ¿Quién es?,latam,0.0,0,0.0
Miembro del reparto de Un muchacho de Buenos Aires es,ílvaro Escobar,"un actor argentino de teatro, cine y televisión. Naci",latam,0.0,0,0.0
Idioma de la película o programa de televisión de Los misterios de Buenos Aires es,español,":  La película o programa de televisión ""Los misterios de",latam,0.0,0,0.0
Idioma de la película o programa de televisión de Un muchacho de Buenos Aires es,español,un documental argentino de 2010 dirigido por el,latam,0.0,0,0.0
Idioma de la película o programa de televisión de La canción de Buenos Aires es,español,una película argentina de 1996 dirigida por Carlos Torres,latam,0.0,0,0.0
Lugar de filmación de La canción de Buenos Aires es,Buenos Aires,el edificio de la Universidad de Buenos Aires. La Universidad de Buenos Aires,latam,0.2666666666666667,1,0.0
El director de Noches de Buenos Aires es,Manuel Romero,un hombre que siempre lleva consigo un reloj de oro.,latam,0.0,0,0.0
Miembro del reparto de Noches de Buenos Aires es,Guillermo Pedemonte,"el escritor y director de cine argentino, quien ha trabajado en",latam,0.0,0,0.0
Idioma de la película o programa de televisión de Noches de Buenos Aires es,español,"el siguiente: el idioma original es el español, y el subtítulo",latam,0.16666666666666669,1,0.0
Miembro del reparto de Noches de Buenos Aires es,Héctor Calcaño,"el actor y director argentino, conocido por su participación en la t",latam,0.0,0,0.0
Lugar de filmación de Noches de Buenos Aires es,Buenos Aires,"el Parque de la Costa en el barrio de Palermo, en",latam,0.0,0,0.0
Idioma de la película o programa de televisión de La primera fundación de Buenos Aires es,español,el idioma oficial de Argentina. (Cortesía de la Bibli,latam,0.0,0,0.0
Idioma de la película o programa de televisión de Buenos Aires es,español,la capital de Argentina. 2. El idioma de la película o,latam,0.0,0,0.0
"Idioma de la película o programa de televisión de Tango, canción de Buenos Aires es",español,":
A) Inglés
B) Español
C) Francés",latam,0.2857142857142857,1,0.0
Miembro del reparto de La canción de Buenos Aires es,Elena Cruz,"un personaje ficticio del cómic de Marvel Comics, publicado por",latam,0.0,0,0.0
Miembro del reparto de La canción de Buenos Aires es,Pablo de Tejada,el actor argentino que interpretó a un personaje en la telen,latam,0.0,0,0.0
"Idioma de la película o programa de televisión de Yo soy así­, Tita de Buenos Aires es",español,el idioma original de la película o programa de televisión. La película,latam,0.0,0,0.0
Idioma de la película o programa de televisión de Lesbianas de Buenos Aires es,español,":

El idioma de la película o programa de televisión ""Lesbian",latam,0.0,0,0.0
El director de Lesbianas de Buenos Aires es,Santiago García,"un film que se estrena en el Festival de San Sebastián,",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca Central Ing. Enrique Butty. Facultad de Ingenierí­a. Universidad de Buenos Aires es,Buenos Aires,un espacio físico que se encuentra en el campus de la Facultad de,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca Central. Facultad de Derecho. Universidad de Buenos Aires es,Buenos Aires,un edificio que se construyó en el año 195,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca Marí­a Martina Casullo. Facultad de Psicologí­a. Universidad de Buenos Aires es,Buenos Aires,un espacio físico de acceso abierto al público. La Biblioteca ofrece servicios,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca Central. Facultad de Agronomí­a. Universidad de Buenos Aires es,Buenos Aires,un centro de investigación y docencia que se ocupa de la producción científ,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca - Bolsa de Cereales de Buenos Aires es,Buenos Aires,"el edificio más antiguo de la ciudad, y el más antiguo",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca Central. Hospital de Clí­nicas José de San Martí­n. Universidad de Buenos Aires es,Buenos Aires,un centro de salud de referencia nacional y uno de los más importantes del mundo,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca - Tribunal Superior de Justicia de la Ciudad Autónoma de Buenos Aires es,Buenos Aires,el lugar donde se encuentra el Archivo General de la Provincia de Buenos,latam,0.13333333333333336,0,0.0
Situado en la entidad territorial administrativa de Biblioteca - Legislatura del Gobierno Autónomo de la Ciudad de Buenos Aires es,Buenos Aires,el encargado de la gestión y coordinación de las actividades del sistema,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca - Dirección General de Rentas. Gobierno de la Ciudad de Buenos Aires es,Buenos Aires,una institución pública cuyo objetivo es velar por el cumplimiento de,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca. Bolsa de Comercio de Buenos Aires es,Buenos Aires,"una institución de carácter privado, que opera en el ámbito de la",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca Andrés Blanqui. Instituto de Arte Americano E Investigaciones Estéticas Mario J. Buschiazzo. Universidad de Buenos Aires es,Buenos Aires,un Centro de Investigación y Formación en Estudios del Arte Americano,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca Central. Ciclo Básico Común. Universidad de Buenos Aires es,Buenos Aires,"una de las universidades más antiguas de América Latina, con más",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca - Maestrí­a En Administración Publica. Universidad de Buenos Aires es,Buenos Aires,el punto de encuentro de los investigadores y profesionales de la administr,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca - Asociación de Anestesia Anestesiologí­a y Reanimación de Buenos Aires es,Buenos Aires,una entidad que nació el 24 de mayo de 1,latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca - Conicet - Laboratorio de Entrenamiento Multidisciplinario Para la Investigación Tecnológica - Comisión de Investigaciones Cientí­ficas de la Provincia de Buenos Aires es,Provincia de Buenos Aires,un espacio de formación y desarrollo profesional de investigadores. Se encuentra en,latam,0.125,0,0.0
Situado en la entidad territorial administrativa de Biblioteca - Federación Bioquí­mica de la Provincia de Buenos Aires es,Provincia de Buenos Aires,"un organismo público descentralizado, con personal técnico y administrativo,",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Biblioteca - Consejo de la Magistratura. Gobierno de la Ciudad de Buenos Aires es,Buenos Aires,"el ente que regula, supervisa y controla la actuación",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Distrito de Buenos Aires es,Provincia de Morropón,"un distrito que está ubicado en el centro de la República Argentina,",latam,0.13333333333333333,0,0.0
Situado en la entidad territorial administrativa de Distrito de Buenos Aires es,Provincia de Picota,"la capital de la provincia de Buenos Aires, es la ciudad más importante del",latam,0.23529411764705882,0,0.0
Situado en la entidad territorial administrativa de Ingenio de Buenos Aires es,Distrito de Buenos Aires,"un barrio de la ciudad de Ingenio, Argentina, que se encuentra",latam,0.13333333333333333,0,0.0
Situado en la entidad territorial administrativa de Buenos Aires es,Distrito de Huarmaca,"el Parque nacional de las Cumbres, que se localiza en",latam,0.15384615384615383,0,0.0
Situado en la entidad territorial administrativa de Buenos Aires es,Distrito de Ayabaca,"el municipio de San Miguel, que forma parte del partido de San Miguel",latam,0.125,0,0.0
Situado en la entidad territorial administrativa de Buenos Aires es,Buenos Aires,"el Parque Nacional Iberá, ¿es cierto o falso",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Cantón de Buenos Aires es,Provincia de Puntarenas,el parque nacional más grande de Argentina y se encuentra en el norte,latam,0.125,0,0.0
Situado en la entidad territorial administrativa de Buenos Aires es,Cantón de Buenos Aires,"el Parque nacional de la Patagonia, el cual está formado",latam,0.14285714285714288,0,0.0
Idioma de la obra o del nombre de Fervor de Buenos Aires es,español,"un libro de poemas de Jorge Luis Borges, publicado en",latam,0.0,0,0.0
Título de Fervor de Buenos Aires es,Fervor de Buenos Aires,una canción del álbum de 1984 de los Rata,latam,0.15384615384615383,0,0.0
Discusión de propuesta de propiedad de identificador de legislador de la Ciudad de Buenos Aires es,https://www.wikidata.org/wiki/Wikidata:Property_proposal/Buenos_Aires_legislator_ID,una propuesta de ley que fue presentada en el Senado de la,latam,0.0,0,0.0
Restricción de propiedad de Wikidata de identificador de legislador de la Ciudad de Buenos Aires es,restricción de formato,"un error.
La restricción de propiedad de Wikidata para el ident",latam,0.28571428571428575,0,0.0
Restricción de propiedad de Wikidata de identificador de legislador de la Ciudad de Buenos Aires es,restricción de valor singular,"incorrecta.
El mensaje que mencionas parece indicar que hay un",latam,0.0,0,0.0
Restricción de propiedad de Wikidata de identificador de legislador de la Ciudad de Buenos Aires es,restricción de valor único,"un error

¿Qué significa este error?

El error ""Restricción",latam,0.15384615384615383,0,0.0
Restricción de propiedad de Wikidata de identificador de legislador de la Ciudad de Buenos Aires es,restricción de declaración requerida,un tipo de propiedad de Wikidata que se usa para relacionar a un,latam,0.11764705882352941,0,0.0
Restricción de propiedad de Wikidata de identificador de legislador de la Ciudad de Buenos Aires es,restricción de tipo de entidad permitido,: https://www.wikidata.org/wiki/Q137683,latam,0.0,0,0.0
Restricción de propiedad de Wikidata de identificador de legislador de la Ciudad de Buenos Aires es,campo de aplicación,una restricción de propiedad de Wikidata que permite asociar a un,latam,0.14285714285714288,0,0.0
Ejemplo de propiedad de Wikidata de identificador de legislador de la Ciudad de Buenos Aires es,Julio Vitobello,"el siguiente: 

""Q38315558""",latam,0.0,0,0.0
Ejemplo de propiedad de Wikidata de identificador de legislador de la Ciudad de Buenos Aires es,Gabriela Cerruti,la siguiente: [https://www.wikidata.org/wiki/Q411,latam,0.0,0,0.0
Elemento asociado de identificador de legislador de la Ciudad de Buenos Aires es,legislador de la Ciudad de Buenos Aires,un elemento que permite identificar a un legislador de la Ciudad de Buenos,latam,0.6,0,0.0
Categoría de una propiedad de Wikidata de identificador de legislador de la Ciudad de Buenos Aires es,Categoría:Páginas usando la propiedad P4667 de Wikidata,"la siguiente:

P118: Identificador de legislador de la",latam,0.26666666666666666,0,0.0
Imagen de la bandera de Buenos Aires es,Bandera de la Ciudad de Buenos Aires.svg,"la capital de Argentina, ¿qué significa el diseño de su bandera?",latam,0.4444444444444444,0,0.0
Imagen del escudo de armas del elemento de Buenos Aires es,Escudo de la Ciudad de Buenos Aires.svg,una ciudad de Argentina. El escudo de armas de Buenos Aires es,latam,0.5263157894736842,0,0.0
Bandera de Buenos Aires es,Bandera de la Ciudad de Buenos Aires,"la capital de la provincia de Buenos Aires, Argentina.
{| class=""inf",latam,0.588235294117647,0,0.0
Órgano legislativo de Buenos Aires es,Legislatura de la Ciudad Autónoma de Buenos Aires,"el Consejo Deliberante, ¿verdadero o falso?",latam,0.0,0,0.0
Categoría en Commons de Buenos Aires es,Buenos Aires,"un espacio de contenido libre en el que se pueden subir fotos, videos",latam,0.0,0,0.0
Imagen de Buenos Aires es,Buenos Aires - Puerto Madero.jpg,una obra que se desarrolla en el espacio de la Galería de Arte,latam,0.0,0,0.0
Se encuentra en el huso horario de Buenos Aires es,America/Argentina/Buenos_Aires,"decir, el horario de Argentina. ¿Es posible que se refiera",latam,0.0,0,0.0
Ciudad hermana de Buenos Aires es,Belgrado,"una ciudad que se encuentra en el estado de Nueva York, en los",latam,0.0,0,0.0
Ciudad hermana de Buenos Aires es,Montevideo,una relación institucional entre dos ciudades que se establece mediante un,latam,0.0,0,0.0
